Store,DayOfWeek,Month,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2
1109,4,7,5520,466,1,1,0,0,3490.0,1
754,7,4,0,0,0,0,0,0,380.0,1
809,2,9,12624,946,1,1,0,0,12770.0,0
624,7,12,0,0,0,0,0,0,6920.0,0
487,7,12,0,0,0,0,0,0,2180.0,1
968,4,2,6921,820,1,1,0,1,1190.0,0
826,5,5,0,0,0,1,1,0,7980.0,0
1047,2,3,5558,577,1,1,0,0,3750.0,1
1052,4,11,6202,689,1,0,0,0,5080.0,1
763,7,5,0,0,0,0,0,0,32240.0,0
216,1,10,5335,786,1,0,0,1,190.0,1
746,2,9,3433,377,1,0,0,0,4330.0,1
949,7,6,0,0,0,0,0,0,870.0,0
1046,7,12,0,0,0,0,0,0,29070.0,0
210,7,10,0,0,0,0,0,0,970.0,1
120,3,5,7088,693,1,0,0,0,2290.0,1
527,1,9,11097,1046,1,1,0,0,5830.0,0
493,6,12,7787,812,1,0,0,0,1150.0,1
525,7,5,0,0,0,0,0,0,1870.0,0
86,6,11,4123,560,1,0,0,0,480.0,1
943,3,6,6201,525,1,1,0,0,18020.0,0
209,7,12,3393,300,1,0,0,0,11680.0,1
603,3,6,4586,710,1,0,0,0,340.0,1
632,7,8,0,0,0,0,0,0,3350.0,0
884,7,5,0,0,0,0,0,0,7550.0,0
14,7,4,0,0,0,0,0,0,1300.0,1
550,5,10,6787,528,1,1,0,0,50.0,0
146,3,6,8915,743,1,1,0,0,8050.0,1
724,7,10,0,0,0,0,0,0,5900.0,0
697,2,2,13378,1188,1,1,0,0,3780.0,1
29,5,1,8021,720,1,1,0,0,2170.0,0
14,7,9,0,0,0,0,0,0,1300.0,1
731,6,4,10255,1232,1,0,0,0,15270.0,1
254,4,5,2792,208,1,1,0,0,330.0,1
1066,4,11,10982,1070,1,0,0,0,3350.0,0
1032,4,2,8128,989,1,0,0,0,270.0,1
609,3,10,4929,550,1,0,0,1,2070.0,0
117,7,7,0,0,0,0,0,0,3450.0,0
916,4,12,6511,793,1,1,0,0,90.0,0
974,3,3,9695,1450,1,0,0,0,150.0,1
906,7,6,0,0,0,0,0,0,90.0,0
402,2,11,3967,455,1,0,0,0,5830.0,1
274,4,2,2955,768,1,0,0,0,3640.0,1
203,4,10,6742,893,1,1,0,0,490.0,0
133,5,1,4613,622,1,0,0,0,270.0,1
946,5,8,4493,543,1,1,0,1,2220.0,1
286,4,5,5985,526,1,1,0,0,1460.0,0
1028,1,4,6773,761,1,1,0,0,150.0,1
1041,1,2,5171,629,1,0,0,0,1600.0,1
566,5,11,6085,667,1,1,0,0,3620.0,1
9,5,4,5359,491,1,0,0,0,2030.0,0
629,3,9,6528,597,1,0,0,0,510.0,1
410,2,12,9118,1188,1,0,0,1,40.0,1
329,3,2,6059,606,1,0,0,0,1310.0,1
31,2,3,6789,599,1,1,0,0,9800.0,0
951,5,10,5956,596,1,0,0,0,710.0,1
238,5,6,6375,974,1,0,0,0,320.0,1
142,7,7,0,0,0,0,0,0,1090.0,0
259,7,3,11663,2229,1,0,0,0,210.0,0
790,2,8,7688,657,1,1,0,0,9070.0,0
158,4,11,7318,480,1,1,0,0,11840.0,1
170,6,5,5533,582,1,0,0,0,1070.0,1
540,1,4,0,0,0,0,2,1,810.0,1
840,5,3,6214,964,1,0,0,0,1070.0,0
939,1,2,8284,713,1,1,0,0,1340.0,0
910,5,2,6451,687,1,1,0,1,12480.0,1
569,1,1,5983,746,1,1,0,0,1340.0,0
45,6,4,6089,486,1,0,0,0,9710.0,0
526,2,12,3525,521,1,0,0,1,120.0,1
651,6,5,8010,935,1,0,0,0,200.0,0
506,3,8,9032,1027,1,1,0,0,1850.0,1
439,5,8,7865,928,1,1,0,1,1350.0,0
879,6,11,4094,385,1,0,0,0,,1
582,6,4,5227,641,1,0,0,0,120.0,0
281,3,11,4207,442,1,0,0,0,6970.0,0
376,4,2,9210,1070,1,1,0,1,160.0,0
482,4,3,5638,653,1,0,0,0,2550.0,0
846,7,3,0,0,0,0,0,0,8860.0,1
81,1,6,10348,674,1,1,0,0,2370.0,1
641,2,8,5066,513,1,0,0,0,610.0,1
981,4,7,10491,954,1,1,0,1,2620.0,0
328,2,4,5656,587,1,1,0,0,3130.0,0
189,5,10,9691,1010,1,0,0,1,5760.0,0
311,2,3,9510,1038,1,1,0,0,680.0,0
855,1,12,9706,1012,1,0,0,1,3440.0,1
596,7,11,0,0,0,0,0,0,290.0,0
928,3,6,5176,489,1,0,0,0,1090.0,1
175,5,4,0,0,0,1,2,0,4130.0,0
689,6,3,4981,577,1,0,0,0,15040.0,0
946,4,1,3192,457,1,0,0,0,2220.0,1
455,6,3,9879,592,1,0,0,0,7660.0,0
413,4,1,6959,918,1,1,0,0,760.0,0
194,1,11,5068,392,1,0,0,0,16970.0,1
274,2,2,3923,930,1,1,0,0,3640.0,1
596,5,11,3762,578,1,0,0,0,290.0,0
1019,7,12,0,0,0,0,0,0,2740.0,1
941,7,6,0,0,0,0,0,0,1200.0,1
1043,2,6,5868,869,1,0,0,0,420.0,0
396,3,5,9709,1025,1,0,0,0,23130.0,0
164,6,7,4297,471,1,0,0,0,1160.0,1
836,4,11,7707,908,1,1,0,0,2720.0,0
256,6,6,10820,1440,1,0,0,0,80.0,1
239,7,3,0,0,0,0,0,0,610.0,0
887,4,4,9782,782,1,1,0,0,19700.0,1
327,5,9,7144,865,1,1,0,0,1390.0,0
961,7,3,0,0,0,0,0,0,9430.0,0
1038,4,1,4485,415,1,0,0,0,17290.0,0
525,2,5,10274,877,1,1,0,0,1870.0,0
161,6,8,5125,624,1,0,0,0,2970.0,0
642,6,4,3507,486,1,0,0,0,530.0,1
183,4,5,0,0,0,0,1,0,9670.0,0
652,5,8,5318,657,1,0,0,1,20390.0,0
742,3,6,11671,1166,1,1,0,0,4380.0,0
1079,5,4,7242,617,1,0,0,1,16680.0,1
122,6,1,4580,613,1,0,0,0,58260.0,0
984,5,1,7394,841,1,1,0,0,440.0,1
874,5,1,5495,614,1,1,0,0,3210.0,0
726,2,3,8678,949,1,0,0,0,40540.0,0
643,2,9,5886,913,1,0,0,0,230.0,1
862,3,7,9304,1181,1,1,0,0,2840.0,1
451,5,12,6798,533,1,1,0,0,2460.0,1
407,2,4,4515,316,1,1,0,0,5890.0,1
499,4,5,0,0,0,1,1,0,450.0,1
1031,3,5,3491,340,1,0,0,0,590.0,0
175,4,2,5278,631,1,1,0,0,4130.0,0
309,4,6,7593,641,1,1,0,0,8740.0,1
740,1,1,8629,561,1,1,0,0,6400.0,0
634,4,5,5550,628,1,0,0,0,18610.0,0
341,3,4,5223,717,1,0,0,1,190.0,0
23,2,6,6911,539,1,1,0,0,4060.0,0
107,3,1,6965,889,1,1,0,0,1930.0,0
463,7,8,0,0,0,0,0,0,4160.0,0
389,1,1,14274,1528,1,1,0,0,6690.0,0
1012,4,6,6997,587,1,1,0,0,6330.0,1
539,4,8,10482,1085,1,1,0,1,770.0,1
971,5,11,11517,1211,1,1,0,0,1140.0,1
657,4,3,9315,1088,1,1,0,1,80.0,1
992,3,7,5178,587,1,1,0,1,2480.0,0
1008,5,7,3774,562,1,0,0,1,30.0,0
760,2,1,5968,990,1,0,0,0,560.0,0
532,4,2,3435,475,1,1,0,0,1070.0,0
35,6,7,7621,604,1,0,0,0,7660.0,1
857,2,2,7813,930,1,1,0,0,6270.0,1
361,7,3,0,0,0,0,0,0,4490.0,1
519,5,4,5812,644,1,1,0,0,2510.0,1
73,7,10,0,0,0,0,0,0,1650.0,0
582,7,4,0,0,0,0,0,0,120.0,0
398,2,1,3479,466,1,0,0,0,1540.0,1
1034,4,7,6160,687,1,0,0,0,13750.0,0
712,1,1,10443,767,1,1,0,0,4870.0,1
962,1,11,13083,1403,1,1,0,0,260.0,0
32,6,2,2149,274,1,0,0,0,2910.0,1
732,2,5,6540,777,1,0,0,0,35280.0,0
72,3,5,0,0,0,1,1,0,2200.0,1
945,1,7,3554,481,1,0,0,1,12480.0,0
1042,1,11,5299,684,1,1,0,0,3440.0,1
444,5,7,9950,1149,1,1,0,0,1700.0,0
1083,5,10,5472,388,1,1,0,1,11540.0,1
88,5,10,6506,712,1,1,0,0,10690.0,0
826,2,8,6507,641,1,0,0,1,7980.0,0
194,4,8,4201,362,1,0,0,1,16970.0,1
562,2,5,18898,3119,1,1,0,0,1210.0,0
830,1,2,9023,694,1,1,0,0,6320.0,1
390,6,2,9645,984,1,0,0,0,1600.0,0
649,5,1,4445,507,1,1,0,0,14570.0,0
838,6,5,6727,741,1,0,0,0,6890.0,1
244,2,7,7014,661,1,1,0,0,710.0,1
772,2,6,3694,496,1,1,0,0,1850.0,0
529,2,3,9116,809,1,1,0,0,12920.0,0
63,1,12,12065,917,1,1,0,0,3700.0,1
617,7,4,0,0,0,0,0,0,8940.0,1
249,2,8,7675,802,1,0,0,0,18010.0,0
907,5,12,5509,664,1,0,0,0,250.0,0
148,7,3,0,0,0,0,0,0,2090.0,0
850,4,1,5423,635,1,0,0,0,1120.0,1
1047,1,7,6644,626,1,1,0,1,3750.0,1
226,5,2,8002,772,1,1,0,0,450.0,0
224,6,10,8768,623,1,0,0,0,7930.0,1
659,7,3,0,0,0,0,0,0,1590.0,0
126,1,6,5201,473,1,0,0,0,3370.0,1
589,3,12,7176,638,1,1,0,0,360.0,1
739,5,4,7899,654,1,1,0,0,2770.0,1
51,1,7,7202,500,1,0,0,0,10570.0,1
758,1,5,6692,776,1,1,0,0,19780.0,0
603,6,9,5039,738,1,0,0,0,340.0,1
662,5,6,10824,866,1,1,0,0,1070.0,0
221,1,2,4189,485,1,0,0,0,13530.0,0
631,4,1,5212,643,1,1,0,0,2870.0,1
202,5,5,6844,565,1,1,0,0,5140.0,0
289,2,6,7068,588,1,1,0,0,6540.0,0
216,3,5,7479,909,1,1,0,0,190.0,1
1074,5,9,5747,638,1,1,0,0,3330.0,1
692,6,3,3561,506,1,0,0,0,40.0,0
208,6,3,2673,421,1,0,0,0,300.0,0
279,1,4,6841,583,1,0,0,0,2320.0,1
898,1,6,11954,1139,1,1,0,0,18540.0,0
737,2,6,4641,748,1,0,0,0,100.0,1
1096,2,4,4682,582,1,1,0,0,1130.0,1
970,5,9,3373,402,1,1,0,0,910.0,1
484,4,2,6288,654,1,1,0,0,14300.0,0
530,1,9,5873,957,1,0,0,0,18160.0,0
303,3,11,6399,670,1,1,0,0,15430.0,1
621,1,7,6296,823,1,0,0,1,30.0,0
490,2,3,10128,1283,1,1,0,0,660.0,1
847,5,5,10592,1364,1,0,0,0,190.0,1
233,2,7,7773,927,1,0,0,1,1890.0,0
403,6,12,7635,758,1,0,0,0,4970.0,0
586,6,9,15534,2845,1,0,0,0,250.0,0
870,5,8,12437,1176,1,1,0,1,780.0,0
915,5,7,6382,530,1,0,0,0,650.0,1
659,6,8,3853,466,1,0,0,0,1590.0,0
261,7,3,0,0,0,0,0,0,15340.0,1
63,2,2,6878,603,1,1,0,0,3700.0,1
499,5,7,6265,861,1,1,0,0,450.0,1
205,3,12,7775,958,1,1,0,0,110.0,0
735,3,3,3526,423,1,0,0,0,1920.0,0
275,2,1,5275,572,1,0,0,0,300.0,1
979,6,1,4894,583,1,0,0,0,2270.0,1
585,7,1,0,0,0,0,0,0,440.0,0
77,6,3,8143,699,1,0,0,0,1090.0,1
20,5,5,8505,848,1,1,0,0,2340.0,1
604,7,1,0,0,0,0,1,0,10950.0,0
1043,5,4,8628,1259,1,1,0,0,420.0,0
276,2,2,3898,535,1,0,0,0,2960.0,1
730,7,7,0,0,0,0,0,0,1190.0,0
124,5,3,5419,705,1,1,0,0,1410.0,0
607,6,7,1507,178,1,0,0,0,350.0,1
171,3,6,7231,764,1,0,0,0,2640.0,0
928,7,6,0,0,0,0,0,0,1090.0,1
715,7,4,0,0,0,0,0,0,14810.0,0
800,3,5,0,0,0,1,1,0,2020.0,0
518,5,3,5281,497,1,0,0,0,3330.0,1
971,6,11,11254,1298,1,0,0,0,1140.0,1
791,2,10,7996,821,1,1,0,1,5950.0,0
56,6,3,9269,625,1,0,0,0,6620.0,1
412,4,3,7531,518,1,1,0,0,4460.0,1
333,4,3,9778,1308,1,1,0,1,3720.0,0
459,7,11,0,0,0,0,0,0,250.0,1
686,6,5,3490,383,1,0,0,0,20050.0,0
476,5,11,6799,753,1,1,0,0,8300.0,0
139,5,4,5851,504,1,0,0,0,1700.0,1
1075,4,7,12907,1116,1,1,0,0,1410.0,0
597,6,6,4670,681,1,0,0,0,150.0,1
892,3,2,7777,753,1,1,0,0,19370.0,0
967,6,5,7397,788,1,0,0,0,3560.0,1
82,3,12,15440,1248,1,1,0,0,22390.0,1
75,6,9,5214,598,1,0,0,0,22440.0,0
631,5,9,5460,683,1,1,0,0,2870.0,1
854,2,6,4657,526,1,0,0,0,4770.0,1
379,6,6,3210,398,1,0,0,0,6630.0,0
69,3,3,7222,978,1,0,0,0,1130.0,1
64,1,3,8118,627,1,0,0,0,22560.0,1
126,1,12,4517,448,1,0,0,0,3370.0,1
70,6,4,7661,840,1,0,0,1,4840.0,0
686,3,3,7000,853,1,1,0,0,20050.0,0
1015,5,7,6791,530,1,1,0,0,9910.0,1
1055,2,9,5763,812,1,0,0,0,1980.0,0
754,5,1,8209,1005,1,1,0,0,380.0,1
511,3,8,4474,726,1,0,0,0,2060.0,0
530,7,12,5448,936,1,0,0,0,18160.0,0
741,6,6,6304,850,1,0,0,0,11900.0,0
1022,3,10,5936,729,1,0,0,1,1520.0,0
959,6,8,4094,433,1,0,0,0,1060.0,0
398,2,10,6191,631,1,1,0,0,1540.0,1
541,1,3,9307,1104,1,1,0,1,650.0,0
866,3,3,6108,420,1,1,0,0,9680.0,1
403,2,3,8945,814,1,1,0,0,4970.0,0
316,7,10,0,0,0,0,0,0,9000.0,0
818,4,1,0,0,0,0,1,1,490.0,1
142,5,5,5603,691,1,1,0,0,1090.0,0
258,5,6,5253,485,1,0,0,0,27190.0,1
879,7,5,0,0,0,0,0,0,,1
729,3,8,9530,1002,1,1,0,1,8980.0,0
606,6,7,4036,409,1,0,0,0,2260.0,0
60,5,6,7430,665,1,1,0,0,5540.0,0
295,4,5,5945,690,1,1,0,0,210.0,1
819,7,4,0,0,0,0,0,0,720.0,0
203,5,6,6464,828,1,1,0,0,490.0,0
142,3,1,4889,588,1,1,0,0,1090.0,0
669,5,5,5414,449,1,1,0,0,17080.0,1
800,2,7,2858,327,1,0,0,0,2020.0,0
30,6,1,4375,706,1,0,0,0,40.0,1
238,2,1,8757,1237,1,1,0,0,320.0,1
878,1,7,7431,716,1,0,0,1,1100.0,0
721,3,7,8305,737,1,1,0,0,3590.0,1
877,3,4,6087,839,1,1,0,0,29190.0,0
622,2,5,4233,408,1,1,0,0,,0
466,2,10,5961,651,1,0,0,0,3110.0,0
228,7,6,0,0,0,0,0,0,10800.0,1
913,5,4,9836,1273,1,1,0,0,280.0,0
787,2,2,8175,968,1,0,0,1,3210.0,0
849,7,12,0,0,0,0,0,0,5000.0,0
991,3,4,3887,399,1,0,0,0,1010.0,0
358,4,3,7637,925,1,0,0,0,2890.0,0
113,4,10,6319,627,1,0,0,0,20930.0,0
1069,2,8,7158,839,1,1,0,1,18050.0,1
1001,4,4,5054,603,1,1,0,0,19640.0,1
1007,1,1,9191,914,1,1,0,0,4180.0,0
390,2,6,15724,1263,1,1,0,0,1600.0,0
1083,4,3,4240,314,1,1,0,0,11540.0,1
417,5,4,4956,602,1,0,0,0,840.0,1
1109,4,3,5595,496,1,1,0,1,3490.0,1
464,3,1,9217,1088,1,1,0,0,520.0,0
681,4,11,3176,508,1,1,0,0,620.0,1
505,4,2,5326,671,1,1,0,0,350.0,1
132,4,4,5994,583,1,0,0,0,1040.0,1
40,6,8,5544,785,1,0,0,0,180.0,1
500,7,11,0,0,0,0,0,0,10690.0,1
566,1,11,4333,533,1,0,0,0,3620.0,1
988,3,4,4857,815,1,1,0,0,30.0,0
1072,2,7,8578,710,1,1,0,1,5380.0,1
515,1,1,5896,540,1,0,0,0,11260.0,1
917,7,5,0,0,0,0,0,0,7240.0,0
763,1,2,4733,512,1,0,0,0,32240.0,0
211,5,12,12323,1416,1,0,0,0,350.0,0
937,7,9,0,0,0,0,0,0,2810.0,1
251,1,9,17788,2366,1,0,0,0,340.0,0
284,4,5,0,0,0,1,1,0,1290.0,1
17,1,5,4708,716,1,0,0,0,50.0,1
154,3,4,10226,823,1,1,0,0,16420.0,0
1047,3,2,4596,523,1,1,0,0,3750.0,1
764,2,6,4806,551,1,1,0,0,26490.0,1
496,1,6,13682,1268,1,1,0,0,2780.0,0
1076,4,6,2905,524,1,0,0,0,90.0,1
587,3,3,7529,529,1,0,0,0,330.0,1
1020,5,6,6945,835,1,0,0,0,40.0,0
455,7,10,0,0,0,0,0,0,7660.0,0
91,2,6,5612,627,1,1,0,0,2410.0,1
817,5,6,22946,2996,1,1,0,0,140.0,0
104,4,7,10387,1284,1,1,0,1,390.0,0
257,6,3,3118,398,1,0,0,0,420.0,0
777,7,8,0,0,0,0,0,0,8250.0,1
800,6,1,3818,379,1,0,0,0,2020.0,0
189,7,5,0,0,0,0,0,0,5760.0,0
737,3,3,6836,979,1,1,0,0,100.0,1
198,3,8,1975,261,1,0,0,1,290.0,1
376,2,3,6528,855,1,0,0,0,160.0,0
246,6,7,4598,662,1,0,0,0,4660.0,0
978,2,2,8041,992,1,1,0,1,3890.0,0
239,2,12,7675,568,1,1,0,0,610.0,0
891,3,6,8467,1162,1,1,0,0,350.0,1
264,5,9,5789,851,1,1,0,0,180.0,0
551,2,10,7525,1128,1,1,0,0,2190.0,0
1003,5,1,8685,926,1,1,0,0,170.0,1
674,1,6,12305,1309,1,1,0,0,2640.0,1
328,3,9,3799,496,1,0,0,0,3130.0,0
740,4,12,0,0,0,0,3,1,6400.0,0
488,2,4,3154,377,1,0,0,1,2890.0,0
401,1,9,9492,826,1,1,0,0,9200.0,1
152,7,5,0,0,0,0,0,0,1780.0,0
326,1,2,2755,258,1,0,0,0,10070.0,1
286,3,5,7316,630,1,1,0,0,1460.0,0
427,6,8,5724,609,1,0,0,0,70.0,1
673,3,5,8004,603,1,1,0,0,15170.0,1
1079,4,6,0,0,0,1,1,0,16680.0,1
357,6,12,7234,925,1,0,0,0,2060.0,0
1071,6,6,4672,580,1,0,0,0,820.0,1
531,3,7,3978,501,1,1,0,1,4030.0,0
156,2,2,5174,635,1,0,0,0,2020.0,1
1081,1,2,4799,792,1,0,0,0,400.0,0
184,1,9,6886,646,1,0,0,1,3560.0,0
1060,7,2,0,0,0,0,0,0,3430.0,1
1095,7,3,0,0,0,0,0,0,690.0,1
440,2,1,6351,684,1,1,0,0,3900.0,1
305,7,2,0,0,0,0,0,0,2470.0,1
467,6,6,13507,1548,1,0,0,0,20390.0,0
448,2,3,9772,857,1,1,0,0,3970.0,0
715,7,2,0,0,0,0,0,0,14810.0,0
956,5,12,4954,605,1,1,0,0,2330.0,1
573,4,3,2426,264,1,0,0,0,1190.0,1
596,5,10,4130,707,1,0,0,0,290.0,0
586,6,6,15248,2702,1,0,0,0,250.0,0
131,4,5,4343,481,1,0,0,0,920.0,0
807,2,8,6779,743,1,0,0,1,3870.0,0
588,3,3,5772,686,1,1,0,0,15720.0,0
907,7,5,0,0,0,0,0,0,250.0,0
35,5,11,10722,764,1,1,0,0,7660.0,1
360,3,11,6463,704,1,1,0,0,2040.0,0
497,3,12,13186,1418,1,1,0,0,1610.0,0
318,6,11,5714,543,1,0,0,0,32330.0,0
366,2,7,7668,648,1,1,0,1,6470.0,0
793,2,3,3030,342,1,0,0,0,2710.0,0
393,4,6,4253,464,1,0,0,0,4820.0,0
983,3,4,8995,1273,1,1,0,0,40.0,1
49,2,3,7674,536,1,1,0,0,18010.0,0
323,4,5,6046,523,1,0,0,0,8400.0,1
561,7,6,0,0,0,0,0,0,14300.0,0
66,1,11,6005,482,1,1,0,0,7660.0,1
552,1,5,5852,658,1,0,0,0,4260.0,1
600,2,5,4397,446,1,0,0,0,17340.0,1
112,5,1,5121,727,1,0,0,0,1630.0,0
438,2,5,3634,431,1,0,0,0,1110.0,1
56,3,12,5750,379,1,0,0,0,6620.0,1
890,3,5,4855,398,1,0,0,1,4450.0,1
1067,4,4,9054,673,1,1,0,1,12020.0,0
310,4,1,7963,742,1,0,0,1,2290.0,1
1058,1,6,0,0,0,0,1,0,180.0,1
234,2,8,13453,1194,1,1,0,1,4370.0,0
878,5,2,9359,827,1,0,0,0,1100.0,0
805,5,7,7494,702,1,1,0,0,24770.0,1
448,2,1,7034,681,1,0,0,0,3970.0,0
428,2,9,7000,536,1,1,0,1,2960.0,1
270,2,2,7834,1111,1,0,0,0,1450.0,0
91,7,6,0,0,0,0,0,0,2410.0,1
974,7,3,0,0,0,0,0,0,150.0,1
344,6,8,7293,1074,1,0,0,0,300.0,1
142,4,11,5150,597,1,1,0,0,1090.0,0
780,1,11,9277,1011,1,1,0,0,18160.0,0
506,6,7,5124,607,1,0,0,0,1850.0,1
1078,7,11,0,0,0,0,0,0,670.0,1
1054,6,7,4017,420,1,0,0,0,13190.0,1
318,6,10,5333,501,1,0,0,0,32330.0,0
384,4,5,0,0,0,0,1,0,130.0,1
344,3,2,6009,931,1,0,0,0,300.0,1
159,6,8,6560,600,1,0,0,0,8530.0,0
609,5,12,4891,532,1,0,0,1,2070.0,0
1016,6,4,3232,368,1,0,0,0,550.0,1
33,7,2,0,0,0,0,0,0,1320.0,0
682,1,3,15822,2120,1,1,0,0,150.0,0
590,1,12,4491,365,1,0,0,1,4520.0,1
703,6,11,2629,260,1,0,0,0,80.0,0
122,6,3,5827,750,1,0,0,0,58260.0,0
557,1,8,3466,583,1,0,0,0,250.0,0
779,2,6,6056,721,1,0,0,0,16990.0,0
249,4,6,5802,573,1,1,0,0,18010.0,0
969,2,6,3123,592,1,0,0,0,600.0,1
516,2,7,4494,666,1,0,0,0,20.0,1
897,6,10,3752,440,1,0,0,0,3290.0,1
684,5,4,0,0,0,1,2,1,680.0,1
165,1,7,3768,454,1,0,0,0,3720.0,1
568,2,4,3715,346,1,0,0,1,4270.0,1
106,2,10,8744,772,1,1,0,1,1390.0,0
959,6,9,4200,416,1,0,0,0,1060.0,0
479,5,12,12488,1416,1,0,0,0,320.0,1
896,3,1,6671,1019,1,1,0,0,170.0,0
550,7,9,0,0,0,0,0,0,50.0,0
956,4,6,3478,458,1,1,0,0,2330.0,1
98,7,4,0,0,0,0,0,0,15140.0,1
307,5,11,3534,376,1,1,0,0,18660.0,0
208,7,3,0,0,0,0,0,0,300.0,0
297,5,11,5590,679,1,0,0,0,2300.0,0
432,5,10,10429,1556,1,1,0,0,810.0,0
616,2,4,12185,1139,1,1,0,0,3040.0,1
672,6,10,10604,1772,1,0,0,0,240.0,0
994,6,3,2727,263,1,0,0,0,2290.0,1
881,2,1,4761,694,1,1,0,0,180.0,1
64,6,3,9850,844,1,0,0,0,22560.0,1
732,1,7,9960,1094,1,0,0,1,35280.0,0
1111,1,6,4497,482,1,0,0,0,1900.0,1
943,2,7,7593,572,1,1,0,1,18020.0,0
615,3,7,11177,1242,1,1,0,1,730.0,0
1064,1,12,15336,1549,1,0,0,1,420.0,0
414,1,2,8568,588,1,1,0,0,6210.0,1
688,5,10,4163,424,1,1,0,0,18760.0,1
145,6,5,6683,1030,1,0,0,0,280.0,1
72,5,2,4972,526,1,1,0,0,2200.0,1
494,1,12,13566,1474,1,1,0,0,1260.0,0
497,6,11,7193,930,1,0,0,0,1610.0,0
805,6,2,4340,443,1,0,0,0,24770.0,1
514,7,3,0,0,0,0,0,0,1200.0,1
208,2,12,3730,448,1,1,0,0,300.0,0
146,5,1,7115,714,1,0,0,1,8050.0,1
568,6,1,5594,489,1,0,0,0,4270.0,1
404,4,3,4070,609,1,0,0,0,1420.0,1
245,4,8,7971,900,1,0,0,1,1310.0,0
56,6,9,7761,534,1,0,0,0,6620.0,1
964,5,11,10768,1511,1,0,0,0,270.0,1
803,2,5,7707,582,1,1,0,0,1760.0,1
1105,6,5,3971,437,1,0,0,0,330.0,1
683,4,6,9201,862,1,1,0,1,2850.0,0
282,2,10,5319,716,1,1,0,0,1220.0,0
15,6,3,5963,633,1,0,0,0,4110.0,1
597,6,2,4007,595,1,0,0,0,150.0,1
628,3,6,4571,635,1,0,0,0,2180.0,0
1090,1,10,11055,1123,1,1,0,0,330.0,1
200,5,4,6853,918,1,0,0,1,1650.0,0
548,2,11,3471,328,1,0,0,0,3760.0,0
624,2,12,12614,1029,1,1,0,0,6920.0,0
491,1,11,7450,522,1,0,0,0,4680.0,1
712,5,3,6719,580,1,0,0,0,4870.0,1
887,6,2,5356,480,1,0,0,0,19700.0,1
585,2,8,3900,644,1,0,0,1,440.0,0
761,5,6,7804,926,1,0,0,0,2390.0,0
1031,4,5,5432,444,1,1,0,0,590.0,0
635,4,8,4518,556,1,0,0,1,27530.0,0
1075,3,8,9216,1016,1,0,0,1,1410.0,0
1033,4,5,15033,1360,1,1,0,0,7680.0,0
407,3,2,2826,230,1,0,0,1,5890.0,1
178,5,3,11080,1023,1,1,0,0,1710.0,0
268,2,10,3802,484,1,0,0,1,4520.0,0
236,5,10,5921,842,1,0,0,0,1000.0,0
655,7,8,0,0,0,0,0,0,960.0,1
300,1,6,7632,923,1,1,0,0,120.0,1
681,3,12,3180,436,1,0,0,0,620.0,1
123,6,7,3427,415,1,0,0,0,16760.0,0
950,4,4,4408,514,1,0,0,0,8460.0,0
894,3,4,11261,1256,1,1,0,0,190.0,0
772,5,9,3174,459,1,0,0,0,1850.0,0
680,4,11,5229,728,1,1,0,0,170.0,1
759,4,1,6553,692,1,1,0,0,110.0,1
696,3,5,8134,1065,1,1,0,0,430.0,0
996,1,9,5765,714,1,0,0,0,2870.0,1
281,4,5,6243,558,1,1,0,0,6970.0,0
892,7,3,0,0,0,0,0,0,19370.0,0
484,6,10,8049,839,1,0,0,0,14300.0,0
138,5,11,8711,811,1,1,0,0,25360.0,0
509,4,9,5825,486,1,1,0,1,4740.0,1
464,7,9,0,0,0,0,0,0,520.0,0
941,1,1,5968,632,1,1,0,0,1200.0,1
1005,6,3,5933,963,1,0,0,0,6480.0,0
211,3,5,12656,1519,1,0,0,0,350.0,0
726,7,10,0,0,0,0,0,0,40540.0,0
223,3,12,7248,753,1,0,0,0,2920.0,1
832,5,6,5165,512,1,0,0,0,5070.0,1
991,6,5,6804,648,1,0,0,0,1010.0,0
226,3,7,8000,760,1,1,0,0,450.0,0
215,5,7,4966,423,1,0,0,0,150.0,1
458,6,6,8698,866,1,0,0,0,3390.0,0
772,4,3,2925,439,1,1,0,0,1850.0,0
291,7,10,0,0,0,0,0,0,,0
453,1,1,5525,612,1,0,0,0,75860.0,0
783,7,12,0,0,0,0,0,0,15490.0,0
3,7,1,0,0,0,0,0,0,14130.0,1
519,4,4,5041,506,1,1,0,0,2510.0,1
320,3,11,14116,1967,1,1,0,0,210.0,0
271,1,1,11859,1113,1,1,0,0,420.0,1
281,6,6,4933,522,1,0,0,0,6970.0,0
235,7,8,0,0,0,0,0,1,5710.0,1
829,4,1,5915,754,1,1,0,0,110.0,0
220,7,11,0,0,0,0,0,0,1000.0,0
240,4,11,3635,352,1,0,0,0,1110.0,0
859,3,5,7684,700,1,1,0,0,21770.0,0
643,1,1,8321,987,1,1,0,0,230.0,1
413,7,1,0,0,0,0,0,0,760.0,0
448,2,2,9519,810,1,1,0,0,3970.0,0
1057,1,11,7688,710,1,1,0,0,3230.0,0
738,1,7,11843,862,1,1,0,0,5980.0,0
97,5,10,7391,782,1,1,0,1,8980.0,0
394,5,6,8444,700,1,0,0,0,10850.0,0
1063,1,4,3399,483,1,0,0,0,6250.0,0
