Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2,Month_binned
217,5,5077,668,1,1,0,0,3150.0,0,"(0,3]"
997,5,4363,419,1,0,0,0,5840.0,1,"(6,9]"
323,6,9361,725,1,0,0,0,8400.0,1,"(9,12]"
309,3,8599,689,1,1,0,1,8740.0,1,"(0,3]"
791,1,6870,800,1,0,0,1,5950.0,0,"(6,9]"
877,3,6856,1002,1,1,0,0,29190.0,0,"(0,3]"
280,3,6830,556,1,1,0,0,18640.0,1,"(0,3]"
1045,2,9847,1190,1,0,0,0,26990.0,0,"(3,6]"
427,4,8561,834,1,1,0,0,70.0,1,"(0,3]"
126,5,6665,626,1,1,0,0,3370.0,1,"(9,12]"
1035,5,5377,647,1,1,0,1,27150.0,0,"(9,12]"
365,7,0,0,0,0,0,0,2410.0,1,"(3,6]"
210,7,0,0,0,0,0,0,970.0,1,"(3,6]"
769,1,10831,3422,1,0,0,0,840.0,1,"(3,6]"
595,5,13783,1585,1,1,0,0,1130.0,0,"(0,3]"
864,7,0,0,0,0,0,0,1020.0,1,"(6,9]"
80,3,0,0,0,0,3,1,7910.0,0,"(9,12]"
552,6,3914,392,1,0,0,0,4260.0,1,"(3,6]"
232,3,4884,351,1,1,0,0,13570.0,1,"(9,12]"
1068,1,5628,371,1,1,0,0,5010.0,1,"(9,12]"
426,5,4476,592,1,0,0,1,250.0,0,"(6,9]"
615,1,0,0,0,0,1,0,730.0,0,"(3,6]"
854,1,6309,639,1,0,0,0,4770.0,1,"(9,12]"
1104,2,4228,319,1,0,0,1,260.0,1,"(9,12]"
959,3,7432,802,1,0,0,1,1060.0,0,"(3,6]"
465,7,0,0,0,0,0,0,10890.0,0,"(3,6]"
124,1,0,0,0,0,2,1,1410.0,0,"(3,6]"
43,7,0,0,0,0,0,0,4880.0,1,"(0,3]"
672,5,10226,1375,1,1,0,0,240.0,0,"(3,6]"
109,3,5720,639,1,1,0,0,3300.0,0,"(3,6]"
407,1,5275,413,1,1,0,1,5890.0,1,"(0,3]"
1051,3,12987,1158,1,0,0,0,200.0,1,"(0,3]"
686,7,0,0,0,0,0,0,20050.0,0,"(3,6]"
819,1,7234,736,1,0,0,0,720.0,0,"(6,9]"
179,6,5766,859,1,0,0,0,480.0,0,"(6,9]"
552,7,0,0,0,0,0,0,4260.0,1,"(0,3]"
937,1,9436,753,1,1,0,0,2810.0,1,"(3,6]"
468,5,5261,604,1,0,0,1,5260.0,0,"(6,9]"
498,4,5657,749,1,0,0,1,990.0,1,"(6,9]"
768,2,9435,1141,1,0,0,0,2630.0,0,"(0,3]"
450,7,0,0,0,0,0,0,5780.0,1,"(0,3]"
273,3,6900,646,1,1,0,0,8480.0,0,"(0,3]"
381,3,9108,1016,1,1,0,0,1800.0,1,"(3,6]"
827,6,20858,2775,1,0,0,0,250.0,0,"(3,6]"
475,7,0,0,0,0,0,0,140.0,0,"(9,12]"
188,4,3539,352,1,0,0,0,850.0,1,"(0,3]"
683,7,0,0,0,0,0,0,2850.0,0,"(6,9]"
547,2,3991,330,1,0,0,0,8990.0,1,"(0,3]"
545,5,7804,834,1,0,0,0,5020.0,1,"(6,9]"
852,6,2828,346,1,0,0,1,940.0,1,"(6,9]"
566,4,0,0,0,0,1,1,3620.0,1,"(3,6]"
378,5,6088,885,1,1,0,0,2140.0,0,"(0,3]"
431,5,9934,1022,1,1,0,0,4520.0,0,"(6,9]"
394,7,0,0,0,0,0,0,10850.0,0,"(0,3]"
816,4,3817,607,1,0,0,0,460.0,0,"(0,3]"
673,6,9188,748,1,0,0,0,15170.0,1,"(0,3]"
49,5,5459,447,1,0,0,0,18010.0,0,"(3,6]"
620,3,8352,775,1,1,0,1,5440.0,1,"(3,6]"
1102,2,7707,732,1,1,0,0,850.0,1,"(3,6]"
602,3,6836,668,1,1,0,0,2710.0,1,"(0,3]"
357,4,5777,829,1,0,0,0,2060.0,0,"(0,3]"
720,2,5298,605,1,0,0,0,15320.0,1,"(6,9]"
247,4,8913,723,1,1,0,1,70.0,1,"(9,12]"
914,1,13351,1330,1,1,0,1,2640.0,1,"(6,9]"
856,7,0,0,0,0,0,0,3020.0,0,"(3,6]"
979,6,3460,432,1,0,0,0,2270.0,1,"(0,3]"
859,1,6207,655,1,0,0,0,21770.0,0,"(6,9]"
68,2,7652,1176,1,1,0,0,250.0,1,"(3,6]"
75,1,4900,565,1,0,0,0,22440.0,0,"(3,6]"
561,6,5548,496,1,0,0,0,14300.0,0,"(3,6]"
808,1,9593,748,1,1,0,0,18620.0,1,"(9,12]"
16,5,9106,1011,1,1,0,0,3270.0,0,"(3,6]"
536,5,8694,973,1,1,0,0,4700.0,1,"(0,3]"
1015,4,4835,464,1,0,0,0,9910.0,1,"(3,6]"
161,2,8011,871,1,1,0,0,2970.0,0,"(3,6]"
494,7,7277,1059,1,0,0,0,1260.0,0,"(3,6]"
352,3,6665,674,1,0,0,0,6360.0,1,"(9,12]"
248,2,8461,1306,1,0,0,1,340.0,1,"(3,6]"
286,3,9218,652,1,1,0,1,1460.0,0,"(3,6]"
86,4,0,0,0,0,1,0,480.0,1,"(3,6]"
954,7,0,0,0,0,0,0,390.0,1,"(9,12]"
256,6,10228,1289,1,0,0,0,80.0,1,"(3,6]"
525,5,11971,935,1,1,0,0,1870.0,0,"(3,6]"
1077,4,5283,549,1,0,0,0,3750.0,1,"(0,3]"
793,7,0,0,0,0,0,0,2710.0,0,"(6,9]"
1070,5,0,0,0,0,3,1,400.0,0,"(9,12]"
436,5,4687,527,1,0,0,0,2300.0,0,"(3,6]"
307,4,3646,402,1,1,0,0,18660.0,0,"(6,9]"
957,5,7906,840,1,0,0,0,1420.0,0,"(9,12]"
104,2,12983,1452,1,1,0,0,390.0,0,"(3,6]"
206,6,4088,475,1,0,0,0,380.0,1,"(0,3]"
122,2,7343,874,1,1,0,0,58260.0,0,"(6,9]"
455,2,6795,464,1,1,0,0,7660.0,0,"(3,6]"
334,5,3889,462,1,0,0,1,4040.0,1,"(9,12]"
1061,4,5848,459,1,0,0,1,8110.0,0,"(0,3]"
206,4,8129,1005,1,0,0,1,380.0,1,"(9,12]"
535,4,7748,989,1,0,0,0,3570.0,0,"(9,12]"
501,2,4215,476,1,0,0,0,1620.0,0,"(0,3]"
121,3,5151,509,1,1,0,0,3570.0,1,"(3,6]"
179,6,5858,831,1,0,0,0,480.0,0,"(3,6]"
535,4,10882,1173,1,1,0,0,3570.0,0,"(0,3]"
85,5,11360,1643,1,1,1,0,1870.0,0,"(3,6]"
89,2,6370,629,1,1,0,1,2380.0,1,"(6,9]"
24,2,11866,984,1,1,0,0,4590.0,1,"(0,3]"
739,3,10053,819,1,0,0,0,2770.0,1,"(6,9]"
820,2,9130,996,1,0,0,0,1650.0,1,"(0,3]"
963,7,0,0,0,0,0,0,23620.0,0,"(9,12]"
1033,4,11569,1113,1,0,0,0,7680.0,0,"(9,12]"
549,7,0,0,0,0,0,0,2330.0,0,"(3,6]"
665,1,12440,1623,1,1,0,0,90.0,1,"(0,3]"
229,4,9230,741,1,1,0,1,17410.0,1,"(6,9]"
368,3,6510,571,1,0,0,1,1450.0,1,"(6,9]"
1072,6,3727,371,1,0,0,0,5380.0,1,"(6,9]"
353,6,4110,1125,1,0,0,0,900.0,1,"(0,3]"
206,4,7008,896,1,0,0,0,380.0,1,"(0,3]"
742,6,7976,866,1,0,0,0,4380.0,0,"(0,3]"
1114,5,23750,3675,1,1,0,0,870.0,0,"(6,9]"
456,2,8408,1098,1,1,0,0,140.0,0,"(0,3]"
956,7,0,0,0,0,0,0,2330.0,1,"(9,12]"
1,2,4806,532,1,1,0,0,1270.0,0,"(0,3]"
910,4,8639,785,1,1,0,1,12480.0,1,"(3,6]"
374,7,0,0,0,0,0,0,1150.0,0,"(9,12]"
1065,7,0,0,0,0,0,0,1290.0,1,"(3,6]"
532,4,0,0,0,0,1,0,1070.0,0,"(3,6]"
184,1,3932,287,1,1,0,0,3560.0,0,"(0,3]"
954,4,7953,964,1,1,0,0,390.0,1,"(3,6]"
933,5,6763,869,1,0,0,0,6270.0,0,"(0,3]"
269,2,15313,1717,1,1,0,0,60.0,0,"(9,12]"
720,2,5550,601,1,0,0,0,15320.0,1,"(3,6]"
350,4,5361,433,1,0,0,0,8880.0,1,"(3,6]"
296,4,7973,777,1,1,0,0,9580.0,1,"(0,3]"
86,6,4864,693,1,0,0,0,480.0,1,"(9,12]"
985,6,7133,749,1,0,0,0,490.0,1,"(6,9]"
736,6,4942,468,1,0,0,0,1650.0,1,"(0,3]"
946,1,5846,693,1,1,0,0,2220.0,1,"(6,9]"
323,1,8251,705,1,1,0,0,8400.0,1,"(3,6]"
732,2,5752,620,1,1,0,0,35280.0,0,"(3,6]"
1089,1,0,0,0,0,1,0,5220.0,0,"(3,6]"
1076,7,0,0,0,0,0,0,90.0,1,"(3,6]"
847,4,5855,845,1,0,0,1,190.0,1,"(6,9]"
478,7,0,0,0,0,0,0,1940.0,0,"(9,12]"
997,6,4795,418,1,0,0,0,5840.0,1,"(9,12]"
371,2,8411,616,1,1,0,1,1970.0,1,"(0,3]"
463,1,9212,1414,1,1,0,0,4160.0,0,"(0,3]"
101,1,9703,925,1,1,0,0,2440.0,1,"(6,9]"
455,6,7135,472,1,0,0,0,7660.0,0,"(0,3]"
783,6,5816,592,1,0,0,0,15490.0,0,"(0,3]"
444,4,9232,1125,1,0,0,0,1700.0,0,"(0,3]"
459,4,8283,1193,1,0,0,0,250.0,1,"(0,3]"
418,4,6509,654,1,0,0,0,1060.0,1,"(0,3]"
994,5,5666,511,1,1,0,0,2290.0,1,"(0,3]"
963,1,17596,1373,1,1,0,1,23620.0,0,"(6,9]"
874,2,2936,424,1,0,0,0,3210.0,0,"(3,6]"
230,2,6351,802,1,1,0,1,6680.0,0,"(9,12]"
889,2,1899,260,1,0,0,1,18670.0,0,"(9,12]"
441,4,5080,636,1,0,0,0,2530.0,0,"(3,6]"
64,3,17184,1024,1,1,0,0,22560.0,1,"(9,12]"
1020,6,13117,1576,1,0,0,0,40.0,0,"(9,12]"
1069,6,2757,380,1,0,0,0,18050.0,1,"(3,6]"
882,4,6514,756,1,1,0,1,30.0,0,"(6,9]"
570,2,4862,700,1,1,0,0,180.0,0,"(0,3]"
120,2,6263,589,1,1,0,1,2290.0,1,"(9,12]"
869,3,4433,780,1,0,0,1,230.0,1,"(0,3]"
311,6,5733,657,1,0,0,0,680.0,0,"(9,12]"
882,2,7251,883,1,1,0,0,30.0,0,"(6,9]"
199,7,0,0,0,0,0,0,6360.0,1,"(3,6]"
348,3,7343,652,1,0,0,0,16490.0,1,"(0,3]"
133,7,0,0,0,0,0,0,270.0,1,"(0,3]"
169,7,0,0,0,0,0,0,980.0,1,"(6,9]"
792,7,0,0,0,0,0,0,17280.0,1,"(0,3]"
444,4,9954,1126,1,1,0,0,1700.0,0,"(3,6]"
868,3,12218,740,1,1,0,0,1360.0,1,"(9,12]"
196,3,6754,798,1,1,0,0,3850.0,1,"(3,6]"
88,3,6439,700,1,1,0,0,10690.0,0,"(3,6]"
678,4,5234,688,1,0,0,0,3250.0,1,"(0,3]"
600,6,7085,661,1,0,0,0,17340.0,1,"(9,12]"
447,3,4663,581,1,1,0,1,1510.0,0,"(3,6]"
1070,6,6681,862,1,0,0,1,400.0,0,"(6,9]"
578,4,7386,652,1,1,0,0,12700.0,0,"(0,3]"
855,7,0,0,0,0,0,0,3440.0,1,"(0,3]"
390,6,8826,914,1,0,0,0,1600.0,0,"(6,9]"
250,4,7695,632,1,1,0,0,3520.0,1,"(9,12]"
214,2,11595,801,1,1,0,0,8650.0,1,"(9,12]"
185,2,5703,485,1,0,0,1,1860.0,0,"(3,6]"
907,6,6102,799,1,0,0,0,250.0,0,"(3,6]"
420,2,5592,486,1,1,0,0,250.0,1,"(6,9]"
636,2,3543,523,1,0,0,0,720.0,1,"(0,3]"
156,1,10798,890,1,1,0,1,2020.0,1,"(6,9]"
1103,2,5658,430,1,1,0,0,1340.0,1,"(6,9]"
1091,4,6161,597,1,0,0,0,9990.0,0,"(6,9]"
87,2,6858,853,1,1,0,0,560.0,0,"(3,6]"
1078,7,0,0,0,0,0,0,670.0,1,"(9,12]"
481,6,6835,631,1,0,0,0,7470.0,1,"(9,12]"
1030,4,3996,388,1,1,0,0,36410.0,0,"(3,6]"
610,5,4501,539,1,1,0,1,660.0,0,"(6,9]"
744,1,9473,984,1,1,0,0,1370.0,1,"(0,3]"
164,1,0,0,0,0,1,0,1160.0,1,"(3,6]"
290,7,0,0,0,0,0,0,4150.0,0,"(3,6]"
461,1,5588,519,1,1,0,0,1790.0,1,"(6,9]"
755,5,10304,862,1,1,0,1,13130.0,0,"(9,12]"
928,7,0,0,0,0,0,0,1090.0,1,"(9,12]"
1076,3,4345,600,1,1,0,0,90.0,1,"(9,12]"
594,1,6182,647,1,1,0,0,1790.0,0,"(9,12]"
286,3,6806,548,1,1,0,1,1460.0,0,"(6,9]"
932,5,9049,882,1,1,0,0,15700.0,1,"(3,6]"
661,2,5494,501,1,0,0,0,2140.0,0,"(3,6]"
677,6,8316,742,1,0,0,0,1740.0,1,"(3,6]"
855,5,5724,664,1,1,0,0,3440.0,1,"(0,3]"
836,2,6041,780,1,0,0,0,2720.0,0,"(9,12]"
373,7,0,0,0,0,0,0,11120.0,1,"(0,3]"
841,5,3928,496,1,1,0,0,27650.0,0,"(0,3]"
514,3,7348,681,1,1,0,0,1200.0,1,"(3,6]"
694,6,8705,837,1,0,0,0,460.0,1,"(3,6]"
1106,6,3638,421,1,0,0,0,5330.0,1,"(9,12]"
1033,2,10152,1070,1,0,0,0,7680.0,0,"(0,3]"
873,5,3500,420,1,0,0,0,2040.0,0,"(0,3]"
916,1,6316,811,1,0,0,1,90.0,0,"(9,12]"
1112,1,16062,1145,1,1,0,0,1880.0,0,"(3,6]"
555,2,7487,530,1,1,0,1,1560.0,1,"(0,3]"
599,2,7392,773,1,0,0,0,580.0,0,"(3,6]"
619,5,4221,461,1,1,0,0,1600.0,1,"(3,6]"
555,5,5472,439,1,1,0,0,1560.0,1,"(3,6]"
17,5,5092,659,1,0,0,0,50.0,1,"(0,3]"
1041,4,4673,604,1,0,0,0,1600.0,1,"(3,6]"
396,6,4928,566,1,0,0,0,23130.0,0,"(9,12]"
852,2,3738,587,1,0,0,0,940.0,1,"(6,9]"
418,3,7145,732,1,1,0,1,1060.0,1,"(3,6]"
403,2,7479,710,1,1,0,1,4970.0,0,"(9,12]"
430,3,8922,655,1,1,0,0,12870.0,0,"(6,9]"
679,7,0,0,0,0,0,0,4140.0,0,"(9,12]"
336,1,20026,2453,1,1,0,0,190.0,0,"(3,6]"
569,2,5490,762,1,0,0,1,1340.0,0,"(3,6]"
586,1,16177,2255,1,1,0,0,250.0,0,"(0,3]"
972,4,2730,340,1,0,0,0,14960.0,0,"(0,3]"
986,7,0,0,0,0,0,0,620.0,1,"(0,3]"
929,7,0,0,0,0,0,0,4820.0,0,"(9,12]"
460,4,4706,401,1,1,0,0,34050.0,0,"(0,3]"
75,5,10054,946,1,1,0,0,22440.0,0,"(9,12]"
234,5,12574,1113,1,1,0,0,4370.0,0,"(3,6]"
1092,7,0,0,0,0,0,0,300.0,1,"(3,6]"
143,4,9896,803,1,1,0,0,2930.0,0,"(9,12]"
704,1,13856,1325,1,1,0,0,1910.0,0,"(0,3]"
837,1,4039,550,1,0,0,0,14600.0,0,"(9,12]"
656,2,3617,460,1,1,0,0,410.0,1,"(3,6]"
890,3,4117,333,1,0,0,0,4450.0,1,"(9,12]"
290,2,12772,1053,1,1,0,0,4150.0,0,"(0,3]"
317,6,5685,644,1,0,0,0,3140.0,1,"(6,9]"
96,2,4201,537,1,0,0,0,8780.0,1,"(9,12]"
861,2,1786,315,1,1,0,0,740.0,1,"(0,3]"
1082,6,5379,792,1,0,0,0,440.0,0,"(9,12]"
1113,7,0,0,0,0,0,0,9260.0,0,"(6,9]"
795,3,5942,591,1,1,0,0,510.0,1,"(6,9]"
189,7,0,0,0,0,0,0,5760.0,0,"(3,6]"
662,6,8250,748,1,0,0,0,1070.0,0,"(9,12]"
325,5,6473,680,1,1,0,0,350.0,1,"(6,9]"
704,1,13578,1267,1,1,0,1,1910.0,0,"(6,9]"
612,2,4971,319,1,0,0,0,2490.0,1,"(0,3]"
126,1,12813,719,1,1,0,0,3370.0,1,"(3,6]"
391,4,8091,920,1,1,0,0,460.0,1,"(9,12]"
367,3,6573,611,1,1,0,0,2640.0,0,"(3,6]"
801,2,5424,587,1,0,0,0,48330.0,0,"(3,6]"
780,7,0,0,0,0,0,0,18160.0,0,"(9,12]"
190,3,8490,782,1,1,0,1,1470.0,1,"(3,6]"
550,3,3684,349,1,0,0,0,50.0,0,"(6,9]"
809,3,8704,853,1,0,0,1,12770.0,0,"(0,3]"
119,6,4491,496,1,0,0,0,2100.0,0,"(3,6]"
735,5,4595,470,1,0,0,1,1920.0,0,"(6,9]"
538,2,4565,642,1,1,0,1,990.0,0,"(3,6]"
325,1,5610,634,1,0,0,1,350.0,1,"(6,9]"
435,6,2052,228,1,0,0,0,910.0,0,"(3,6]"
937,5,9228,691,1,1,0,0,2810.0,1,"(0,3]"
678,7,0,0,0,0,0,0,3250.0,1,"(0,3]"
423,5,10202,1752,1,1,0,0,1270.0,0,"(0,3]"
965,3,6703,809,1,0,0,0,110.0,0,"(0,3]"
660,4,4999,534,1,1,0,0,1200.0,1,"(0,3]"
703,1,3052,345,1,0,0,0,80.0,0,"(3,6]"
878,1,7040,694,1,0,0,0,1100.0,0,"(0,3]"
122,2,4784,582,1,0,0,0,58260.0,0,"(9,12]"
529,2,8169,777,1,1,0,0,12920.0,0,"(6,9]"
521,2,4983,361,1,1,0,1,18610.0,1,"(9,12]"
58,4,5540,499,1,0,0,0,7340.0,1,"(0,3]"
604,3,5347,432,1,0,0,0,10950.0,0,"(0,3]"
605,4,5440,444,1,0,0,0,10310.0,1,"(3,6]"
257,3,5507,690,1,1,0,0,420.0,0,"(6,9]"
1059,3,7882,1038,1,1,0,0,3380.0,0,"(3,6]"
29,6,5518,510,1,0,0,0,2170.0,0,"(0,3]"
64,6,8620,711,1,0,0,0,22560.0,1,"(0,3]"
139,3,5997,484,1,0,0,0,1700.0,1,"(0,3]"
821,7,0,0,0,0,0,0,1700.0,0,"(6,9]"
131,7,0,0,0,0,0,0,920.0,0,"(0,3]"
283,2,7466,755,1,1,0,0,2260.0,1,"(3,6]"
335,3,10938,2458,1,0,0,0,90.0,1,"(6,9]"
77,2,5308,531,1,0,0,0,1090.0,1,"(0,3]"
178,4,9967,954,1,1,0,1,1710.0,0,"(6,9]"
448,1,10906,944,1,1,0,0,3970.0,0,"(3,6]"
235,7,0,0,0,0,0,0,5710.0,1,"(3,6]"
758,6,2938,346,1,0,0,0,19780.0,0,"(6,9]"
832,7,0,0,0,0,0,0,5070.0,1,"(6,9]"
238,2,9812,1271,1,1,0,1,320.0,1,"(6,9]"
1024,7,0,0,0,0,0,0,1990.0,0,"(0,3]"
878,2,9292,825,1,1,0,0,1100.0,0,"(0,3]"
923,6,5302,519,1,0,0,0,280.0,0,"(0,3]"
26,5,5903,480,1,1,0,0,2300.0,0,"(0,3]"
721,2,8639,743,1,1,0,1,3590.0,1,"(6,9]"
323,5,11590,834,1,1,0,0,8400.0,1,"(3,6]"
537,5,0,0,0,1,1,0,600.0,1,"(9,12]"
70,4,8317,779,1,1,0,0,4840.0,0,"(9,12]"
581,2,8240,810,1,1,0,0,7250.0,0,"(9,12]"
420,5,3216,299,1,0,0,0,250.0,1,"(0,3]"
501,3,4776,637,1,0,0,0,1620.0,0,"(0,3]"
94,4,5867,585,1,0,0,0,14620.0,0,"(0,3]"
351,3,0,0,0,1,1,0,5290.0,1,"(3,6]"
331,3,5235,784,1,0,0,0,670.0,1,"(0,3]"
839,1,7372,839,1,1,0,0,240.0,0,"(3,6]"
677,5,8367,679,1,1,0,0,1740.0,1,"(0,3]"
128,4,8754,643,1,1,0,0,2000.0,1,"(6,9]"
576,2,4803,759,1,0,0,0,50.0,0,"(9,12]"
96,3,5613,604,1,1,0,1,8780.0,1,"(9,12]"
210,4,1970,255,1,0,0,0,970.0,1,"(3,6]"
937,4,6524,552,1,1,0,0,2810.0,1,"(0,3]"
738,6,9071,787,1,0,0,0,5980.0,0,"(3,6]"
699,2,0,0,0,1,0,0,180.0,1,"(0,3]"
453,5,9910,1086,1,0,0,1,75860.0,0,"(9,12]"
211,6,10071,1118,1,0,0,0,350.0,0,"(6,9]"
635,6,2321,233,1,0,0,0,27530.0,0,"(6,9]"
401,6,5595,457,1,0,0,0,9200.0,1,"(9,12]"
330,3,3152,389,1,0,0,1,370.0,1,"(0,3]"
1001,1,3722,579,1,0,0,0,19640.0,1,"(0,3]"
331,5,7079,957,1,1,0,0,670.0,1,"(3,6]"
197,5,6961,867,1,1,0,1,4210.0,0,"(6,9]"
888,3,7129,701,1,0,0,0,4450.0,1,"(9,12]"
738,4,6763,606,1,0,0,0,5980.0,0,"(9,12]"
1094,3,5062,380,1,1,0,1,2380.0,1,"(0,3]"
380,2,15644,1454,1,1,0,0,2240.0,1,"(9,12]"
361,2,5179,512,1,0,0,0,4490.0,1,"(9,12]"
325,2,4774,539,1,0,0,0,350.0,1,"(9,12]"
334,7,0,0,0,0,0,0,4040.0,1,"(3,6]"
376,7,0,0,0,0,0,0,160.0,0,"(0,3]"
1105,1,3110,392,1,0,0,0,330.0,1,"(0,3]"
251,4,19295,2492,1,1,0,0,340.0,0,"(0,3]"
114,2,6919,716,1,1,0,1,4510.0,1,"(6,9]"
693,7,0,0,0,0,0,0,450.0,1,"(6,9]"
47,7,0,0,0,0,0,0,270.0,1,"(6,9]"
296,6,4785,457,1,0,0,0,9580.0,1,"(6,9]"
818,5,5098,542,1,0,0,0,490.0,1,"(0,3]"
717,7,0,0,0,0,0,0,310.0,1,"(3,6]"
280,5,6263,487,1,0,0,1,18640.0,1,"(6,9]"
996,2,5195,611,1,0,0,0,2870.0,1,"(3,6]"
917,2,5342,623,1,0,0,0,7240.0,0,"(0,3]"
504,2,7960,1084,1,1,0,1,820.0,0,"(6,9]"
524,6,6202,694,1,0,0,0,40860.0,0,"(0,3]"
1024,7,0,0,0,0,0,0,1990.0,0,"(0,3]"
264,2,4989,747,1,0,0,0,180.0,0,"(0,3]"
1013,4,4093,470,1,1,0,0,630.0,1,"(3,6]"
272,3,7127,621,1,1,0,1,16180.0,1,"(6,9]"
379,6,3466,370,1,0,0,0,6630.0,0,"(9,12]"
162,1,11690,726,1,1,0,0,5340.0,1,"(6,9]"
701,3,6899,706,1,1,0,0,1450.0,1,"(0,3]"
490,7,0,0,0,0,0,0,660.0,1,"(9,12]"
53,5,7540,690,1,1,0,1,30360.0,0,"(6,9]"
955,5,7885,717,1,1,0,0,1690.0,1,"(3,6]"
170,2,3352,418,1,0,0,0,1070.0,1,"(3,6]"
1105,2,4381,485,1,1,0,0,330.0,1,"(3,6]"
113,7,0,0,0,0,0,0,20930.0,0,"(0,3]"
904,6,5635,462,1,0,0,0,570.0,1,"(3,6]"
376,7,0,0,0,0,0,0,160.0,0,"(0,3]"
123,6,3944,490,1,0,0,0,16760.0,0,"(0,3]"
924,5,4344,445,1,0,0,0,6420.0,1,"(0,3]"
561,3,4909,600,1,0,0,0,14300.0,0,"(6,9]"
564,3,4321,394,1,0,0,0,6540.0,1,"(9,12]"
780,5,6377,817,1,1,0,0,18160.0,0,"(0,3]"
339,2,6317,698,1,1,0,1,2280.0,1,"(0,3]"
562,7,18322,3327,1,0,0,0,1210.0,0,"(0,3]"
21,3,3019,353,1,0,0,0,550.0,1,"(0,3]"
22,7,0,0,0,0,0,0,1040.0,1,"(9,12]"
673,6,7951,609,1,0,0,0,15170.0,1,"(0,3]"
304,5,7130,1038,1,1,0,0,1950.0,0,"(0,3]"
541,5,0,0,0,1,1,0,650.0,0,"(3,6]"
809,4,7535,722,1,0,0,0,12770.0,0,"(9,12]"
641,1,4593,529,1,0,0,0,610.0,1,"(3,6]"
743,7,0,0,0,0,0,0,6710.0,1,"(9,12]"
34,6,7772,989,1,0,0,0,2240.0,0,"(0,3]"
970,3,3044,410,1,0,0,0,910.0,1,"(0,3]"
279,4,9838,701,1,1,0,0,2320.0,1,"(0,3]"
502,7,0,0,0,0,0,0,220.0,1,"(9,12]"
1059,3,8669,1149,1,1,0,1,3380.0,0,"(6,9]"
1081,7,6346,932,1,0,0,0,400.0,0,"(9,12]"
578,1,9981,847,1,1,0,0,12700.0,0,"(0,3]"
726,1,12702,1220,1,0,0,0,40540.0,0,"(9,12]"
336,7,0,0,0,0,0,0,190.0,0,"(3,6]"
124,6,2554,322,1,0,0,0,1410.0,0,"(6,9]"
934,3,5329,625,1,0,0,1,5460.0,1,"(3,6]"
349,5,6915,722,1,1,0,0,1490.0,0,"(0,3]"
523,6,15949,1815,1,0,0,0,50.0,0,"(9,12]"
274,4,3169,915,1,0,0,0,3640.0,1,"(9,12]"
686,1,5031,694,1,0,0,0,20050.0,0,"(6,9]"
257,2,5478,673,1,0,0,0,420.0,0,"(3,6]"
876,5,7115,866,1,0,0,0,21790.0,1,"(0,3]"
294,7,0,0,0,0,0,1,3150.0,0,"(6,9]"
744,2,9000,860,1,1,0,0,1370.0,1,"(6,9]"
662,1,11746,971,1,1,0,0,1070.0,0,"(3,6]"
401,3,8441,813,1,1,0,0,9200.0,1,"(9,12]"
773,5,5358,784,1,0,0,0,200.0,0,"(0,3]"
616,1,10439,963,1,1,0,0,3040.0,1,"(3,6]"
546,6,16151,1678,1,0,0,0,580.0,0,"(9,12]"
68,6,7562,1158,1,0,0,0,250.0,1,"(0,3]"
1032,7,0,0,0,0,0,0,270.0,1,"(3,6]"
645,4,17289,1742,1,1,0,1,90.0,1,"(6,9]"
691,2,8531,560,1,1,0,1,3030.0,1,"(6,9]"
708,6,3841,457,1,0,0,0,11470.0,1,"(0,3]"
649,1,3135,371,1,0,0,0,14570.0,0,"(6,9]"
763,1,8948,722,1,1,0,0,32240.0,0,"(6,9]"
398,7,0,0,0,0,0,0,1540.0,1,"(0,3]"
127,3,3366,447,1,0,0,0,1350.0,1,"(0,3]"
87,3,5636,749,1,0,0,1,560.0,0,"(0,3]"
610,5,3514,473,1,0,0,1,660.0,0,"(3,6]"
436,7,0,0,0,0,0,0,2300.0,0,"(9,12]"
360,2,8608,885,1,1,0,0,2040.0,0,"(6,9]"
264,4,5433,775,1,0,0,0,180.0,0,"(9,12]"
970,7,0,0,0,0,0,0,910.0,1,"(3,6]"
855,1,5387,640,1,0,0,0,3440.0,1,"(3,6]"
544,1,12117,1638,1,0,0,0,250.0,1,"(3,6]"
735,3,4468,510,1,0,0,0,1920.0,0,"(3,6]"
116,7,0,0,0,0,0,0,680.0,0,"(0,3]"
832,1,5097,462,1,0,0,0,5070.0,1,"(3,6]"
711,1,0,0,0,0,2,1,17110.0,1,"(3,6]"
895,2,10511,997,1,1,0,0,4150.0,0,"(6,9]"
318,3,8665,679,1,1,0,0,32330.0,0,"(9,12]"
70,3,7306,780,1,1,0,0,4840.0,0,"(6,9]"
854,7,0,0,0,0,0,0,4770.0,1,"(0,3]"
1019,7,0,0,0,0,0,0,2740.0,1,"(3,6]"
18,6,4597,478,1,0,0,0,13840.0,1,"(0,3]"
735,4,5817,560,1,1,0,0,1920.0,0,"(6,9]"
213,1,12387,812,1,1,0,0,4030.0,1,"(0,3]"
86,3,3543,470,1,1,0,0,480.0,1,"(0,3]"
701,6,4344,541,1,0,0,0,1450.0,1,"(6,9]"
945,1,6081,705,1,1,0,0,12480.0,0,"(3,6]"
139,4,5000,475,1,0,0,0,1700.0,1,"(0,3]"
