Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,CompetitionDistance,Promo2
954,4,2014-04-03,7953,964,1,1,0,0,390.0,1
933,5,2014-01-17,6763,869,1,0,0,0,6270.0,0
269,2,2014-12-02,15313,1717,1,1,0,0,60.0,0
720,2,2015-04-21,5550,601,1,0,0,0,15320.0,1
350,4,2013-04-18,5361,433,1,0,0,0,8880.0,1
296,4,2015-01-29,7973,777,1,1,0,0,9580.0,1
86,6,2013-11-09,4864,693,1,0,0,0,480.0,1
985,6,2015-07-04,7133,749,1,0,0,0,490.0,1
736,6,2015-01-03,4942,468,1,0,0,0,1650.0,1
946,1,2014-09-15,5846,693,1,1,0,0,2220.0,1
323,1,2013-05-13,8251,705,1,1,0,0,8400.0,1
732,2,2014-04-01,5752,620,1,1,0,0,35280.0,0
1089,1,2013-05-20,0,0,0,0,1,0,5220.0,0
1076,7,2014-05-18,0,0,0,0,0,0,90.0,1
847,4,2013-08-08,5855,845,1,0,0,1,190.0,1
478,7,2013-12-22,0,0,0,0,0,0,1940.0,0
997,6,2013-10-05,4795,418,1,0,0,0,5840.0,1
371,2,2013-01-08,8411,616,1,1,0,1,1970.0,1
463,1,2015-01-12,9212,1414,1,1,0,0,4160.0,0
101,1,2013-08-26,9703,925,1,1,0,0,2440.0,1
455,6,2013-02-23,7135,472,1,0,0,0,7660.0,0
783,6,2013-03-16,5816,592,1,0,0,0,15490.0,0
444,4,2013-03-14,9232,1125,1,0,0,0,1700.0,0
459,4,2013-01-31,8283,1193,1,0,0,0,250.0,1
418,4,2013-01-31,6509,654,1,0,0,0,1060.0,1
994,5,2015-02-20,5666,511,1,1,0,0,2290.0,1
963,1,2013-07-29,17596,1373,1,1,0,1,23620.0,0
874,2,2013-04-16,2936,424,1,0,0,0,3210.0,0
230,2,2014-10-21,6351,802,1,1,0,1,6680.0,0
889,2,2013-12-31,1899,260,1,0,0,1,18670.0,0
441,4,2014-06-12,5080,636,1,0,0,0,2530.0,0
64,3,2014-12-17,17184,1024,1,1,0,0,22560.0,1
1020,6,2013-11-30,13117,1576,1,0,0,0,40.0,0
1069,6,2013-05-18,2757,380,1,0,0,0,18050.0,1
882,4,2015-07-02,6514,756,1,1,0,1,30.0,0
570,2,2015-01-13,4862,700,1,1,0,0,180.0,0
120,2,2013-10-22,6263,589,1,1,0,1,2290.0,1
869,3,2013-02-13,4433,780,1,0,0,1,230.0,1
311,6,2014-11-08,5733,657,1,0,0,0,680.0,0
882,2,2013-07-16,7251,883,1,1,0,0,30.0,0
199,7,2014-04-27,0,0,0,0,0,0,6360.0,1
348,3,2015-03-25,7343,652,1,0,0,0,16490.0,1
133,7,2014-02-23,0,0,0,0,0,0,270.0,1
169,7,2014-08-17,0,0,0,0,0,0,980.0,1
792,7,2014-03-02,0,0,0,0,0,0,17280.0,1
444,4,2013-06-20,9954,1126,1,1,0,0,1700.0,0
868,3,2014-12-17,12218,740,1,1,0,0,1360.0,1
196,3,2015-05-06,6754,798,1,1,0,0,3850.0,1
88,3,2013-04-24,6439,700,1,1,0,0,10690.0,0
678,4,2014-01-30,5234,688,1,0,0,0,3250.0,1
600,6,2013-11-09,7085,661,1,0,0,0,17340.0,1
447,3,2015-04-15,4663,581,1,1,0,1,1510.0,0
1070,6,2014-08-16,6681,862,1,0,0,1,400.0,0
578,4,2014-02-06,7386,652,1,1,0,0,12700.0,0
855,7,2014-02-16,0,0,0,0,0,0,3440.0,1
390,6,2013-09-07,8826,914,1,0,0,0,1600.0,0
250,4,2013-11-21,7695,632,1,1,0,0,3520.0,1
214,2,2013-12-03,11595,801,1,1,0,0,8650.0,1
185,2,2013-05-21,5703,485,1,0,0,1,1860.0,0
907,6,2015-04-25,6102,799,1,0,0,0,250.0,0
420,2,2015-07-14,5592,486,1,1,0,0,250.0,1
636,2,2014-01-28,3543,523,1,0,0,0,720.0,1
156,1,2015-07-13,10798,890,1,1,0,1,2020.0,1
1103,2,2014-07-15,5658,430,1,1,0,0,1340.0,1
1091,4,2014-09-25,6161,597,1,0,0,0,9990.0,0
87,2,2013-06-04,6858,853,1,1,0,0,560.0,0
1078,7,2014-10-26,0,0,0,0,0,0,670.0,1
481,6,2014-12-20,6835,631,1,0,0,0,7470.0,1
1030,4,2013-04-25,3996,388,1,1,0,0,36410.0,0
610,5,2014-08-08,4501,539,1,1,0,1,660.0,0
744,1,2014-02-03,9473,984,1,1,0,0,1370.0,1
164,1,2015-05-25,0,0,0,0,1,0,1160.0,1
290,7,2013-06-02,0,0,0,0,0,0,4150.0,0
461,1,2014-09-29,5588,519,1,1,0,0,1790.0,1
755,5,2013-10-25,10304,862,1,1,0,1,13130.0,0
928,7,2014-10-05,0,0,0,0,0,0,1090.0,1
1076,3,2013-12-18,4345,600,1,1,0,0,90.0,1
594,1,2013-10-21,6182,647,1,1,0,0,1790.0,0
286,3,2013-07-31,6806,548,1,1,0,1,1460.0,0
932,5,2015-05-22,9049,882,1,1,0,0,15700.0,1
661,2,2014-06-24,5494,501,1,0,0,0,2140.0,0
677,6,2013-04-20,8316,742,1,0,0,0,1740.0,1
855,5,2014-03-21,5724,664,1,1,0,0,3440.0,1
836,2,2013-11-26,6041,780,1,0,0,0,2720.0,0
373,7,2014-01-05,0,0,0,0,0,0,11120.0,1
841,5,2015-01-30,3928,496,1,1,0,0,27650.0,0
514,3,2015-06-17,7348,681,1,1,0,0,1200.0,1
694,6,2015-04-25,8705,837,1,0,0,0,460.0,1
1106,6,2014-12-06,3638,421,1,0,0,0,5330.0,1
1033,2,2015-01-20,10152,1070,1,0,0,0,7680.0,0
873,5,2015-01-23,3500,420,1,0,0,0,2040.0,0
916,1,2014-12-29,6316,811,1,0,0,1,90.0,0
1112,1,2015-06-15,16062,1145,1,1,0,0,1880.0,0
555,2,2015-03-31,7487,530,1,1,0,1,1560.0,1
599,2,2013-04-16,7392,773,1,0,0,0,580.0,0
619,5,2015-05-22,4221,461,1,1,0,0,1600.0,1
555,5,2015-05-08,5472,439,1,1,0,0,1560.0,1
17,5,2015-03-27,5092,659,1,0,0,0,50.0,1
1041,4,2013-06-13,4673,604,1,0,0,0,1600.0,1
396,6,2013-10-05,4928,566,1,0,0,0,23130.0,0
852,2,2014-09-09,3738,587,1,0,0,0,940.0,1
418,3,2014-04-16,7145,732,1,1,0,1,1060.0,1
403,2,2014-10-07,7479,710,1,1,0,1,4970.0,0
430,3,2015-07-01,8922,655,1,1,0,0,12870.0,0
679,7,2014-12-07,0,0,0,0,0,0,4140.0,0
336,1,2014-04-28,20026,2453,1,1,0,0,190.0,0
569,2,2015-04-07,5490,762,1,0,0,1,1340.0,0
586,1,2013-01-07,16177,2255,1,1,0,0,250.0,0
972,4,2015-03-26,2730,340,1,0,0,0,14960.0,0
986,7,2014-01-12,0,0,0,0,0,0,620.0,1
929,7,2014-11-02,0,0,0,0,0,0,4820.0,0
460,4,2014-01-23,4706,401,1,1,0,0,34050.0,0
75,5,2013-12-20,10054,946,1,1,0,0,22440.0,0
234,5,2014-04-04,12574,1113,1,1,0,0,4370.0,0
1092,7,2015-05-17,0,0,0,0,0,0,300.0,1
143,4,2013-12-19,9896,803,1,1,0,0,2930.0,0
704,1,2015-01-26,13856,1325,1,1,0,0,1910.0,0
837,1,2014-12-08,4039,550,1,0,0,0,14600.0,0
656,2,2014-04-01,3617,460,1,1,0,0,410.0,1
890,3,2013-11-13,4117,333,1,0,0,0,4450.0,1
290,2,2014-03-04,12772,1053,1,1,0,0,4150.0,0
317,6,2015-07-25,5685,644,1,0,0,0,3140.0,1
96,2,2013-11-12,4201,537,1,0,0,0,8780.0,1
861,2,2013-02-19,1786,315,1,1,0,0,740.0,1
1082,6,2014-10-11,5379,792,1,0,0,0,440.0,0
1113,7,2013-07-28,0,0,0,0,0,0,9260.0,0
795,3,2014-07-02,5942,591,1,1,0,0,510.0,1
189,7,2014-06-01,0,0,0,0,0,0,5760.0,0
662,6,2014-11-01,8250,748,1,0,0,0,1070.0,0
325,5,2014-07-04,6473,680,1,1,0,0,350.0,1
704,1,2014-07-14,13578,1267,1,1,0,1,1910.0,0
612,2,2015-03-10,4971,319,1,0,0,0,2490.0,1
126,1,2013-04-08,12813,719,1,1,0,0,3370.0,1
391,4,2013-12-19,8091,920,1,1,0,0,460.0,1
367,3,2014-04-02,6573,611,1,1,0,0,2640.0,0
801,2,2014-06-10,5424,587,1,0,0,0,48330.0,0
780,7,2013-10-13,0,0,0,0,0,0,18160.0,0
190,3,2014-04-16,8490,782,1,1,0,1,1470.0,1
550,3,2015-07-08,3684,349,1,0,0,0,50.0,0
809,3,2013-01-02,8704,853,1,0,0,1,12770.0,0
119,6,2015-04-18,4491,496,1,0,0,0,2100.0,0
735,5,2014-08-15,4595,470,1,0,0,1,1920.0,0
538,2,2015-04-14,4565,642,1,1,0,1,990.0,0
325,1,2014-08-11,5610,634,1,0,0,1,350.0,1
435,6,2014-06-14,2052,228,1,0,0,0,910.0,0
937,5,2015-01-30,9228,691,1,1,0,0,2810.0,1
678,7,2013-03-10,0,0,0,0,0,0,3250.0,1
423,5,2013-01-11,10202,1752,1,1,0,0,1270.0,0
965,3,2014-01-15,6703,809,1,0,0,0,110.0,0
660,4,2015-03-05,4999,534,1,1,0,0,1200.0,1
703,1,2014-06-23,3052,345,1,0,0,0,80.0,0
878,1,2013-01-28,7040,694,1,0,0,0,1100.0,0
122,2,2014-11-18,4784,582,1,0,0,0,58260.0,0
529,2,2013-08-27,8169,777,1,1,0,0,12920.0,0
521,2,2013-10-08,4983,361,1,1,0,1,18610.0,1
58,4,2015-03-26,5540,499,1,0,0,0,7340.0,1
604,3,2015-03-25,5347,432,1,0,0,0,10950.0,0
605,4,2014-06-26,5440,444,1,0,0,0,10310.0,1
257,3,2013-08-28,5507,690,1,1,0,0,420.0,0
1059,3,2013-06-19,7882,1038,1,1,0,0,3380.0,0
29,6,2013-01-12,5518,510,1,0,0,0,2170.0,0
64,6,2015-01-24,8620,711,1,0,0,0,22560.0,1
139,3,2015-02-25,5997,484,1,0,0,0,1700.0,1
821,7,2014-08-24,0,0,0,0,0,0,1700.0,0
131,7,2014-01-26,0,0,0,0,0,0,920.0,0
283,2,2013-04-23,7466,755,1,1,0,0,2260.0,1
335,3,2013-07-10,10938,2458,1,0,0,0,90.0,1
77,2,2014-03-25,5308,531,1,0,0,0,1090.0,1
178,4,2013-08-15,9967,954,1,1,0,1,1710.0,0
448,1,2013-04-22,10906,944,1,1,0,0,3970.0,0
235,7,2013-04-14,0,0,0,0,0,0,5710.0,1
758,6,2015-07-04,2938,346,1,0,0,0,19780.0,0
832,7,2015-07-19,0,0,0,0,0,0,5070.0,1
238,2,2014-08-05,9812,1271,1,1,0,1,320.0,1
1024,7,2013-02-24,0,0,0,0,0,0,1990.0,0
878,2,2013-02-19,9292,825,1,1,0,0,1100.0,0
923,6,2013-01-19,5302,519,1,0,0,0,280.0,0
26,5,2013-02-08,5903,480,1,1,0,0,2300.0,0
721,2,2013-07-30,8639,743,1,1,0,1,3590.0,1
323,5,2015-06-05,11590,834,1,1,0,0,8400.0,1
537,5,2014-10-03,0,0,0,1,1,0,600.0,1
70,4,2014-11-27,8317,779,1,1,0,0,4840.0,0
581,2,2014-11-04,8240,810,1,1,0,0,7250.0,0
420,5,2013-02-01,3216,299,1,0,0,0,250.0,1
501,3,2014-02-26,4776,637,1,0,0,0,1620.0,0
94,4,2015-01-22,5867,585,1,0,0,0,14620.0,0
351,3,2013-05-01,0,0,0,1,1,0,5290.0,1
331,3,2014-03-26,5235,784,1,0,0,0,670.0,1
839,1,2014-06-16,7372,839,1,1,0,0,240.0,0
677,5,2013-03-22,8367,679,1,1,0,0,1740.0,1
128,4,2015-07-02,8754,643,1,1,0,0,2000.0,1
576,2,2013-11-12,4803,759,1,0,0,0,50.0,0
96,3,2013-10-23,5613,604,1,1,0,1,8780.0,1
210,4,2013-04-18,1970,255,1,0,0,0,970.0,1
937,4,2014-02-20,6524,552,1,1,0,0,2810.0,1
738,6,2014-05-10,9071,787,1,0,0,0,5980.0,0
699,2,2015-02-03,0,0,0,1,0,0,180.0,1
453,5,2013-12-27,9910,1086,1,0,0,1,75860.0,0
211,6,2015-07-18,10071,1118,1,0,0,0,350.0,0
635,6,2014-07-19,2321,233,1,0,0,0,27530.0,0
401,6,2013-12-14,5595,457,1,0,0,0,9200.0,1
330,3,2013-01-02,3152,389,1,0,0,1,370.0,1
1001,1,2013-02-11,3722,579,1,0,0,0,19640.0,1
331,5,2014-06-06,7079,957,1,1,0,0,670.0,1
197,5,2014-08-08,6961,867,1,1,0,1,4210.0,0
888,3,2013-10-02,7129,701,1,0,0,0,4450.0,1
738,4,2014-11-20,6763,606,1,0,0,0,5980.0,0
1094,3,2015-02-18,5062,380,1,1,0,1,2380.0,1
380,2,2013-11-19,15644,1454,1,1,0,0,2240.0,1
361,2,2014-12-09,5179,512,1,0,0,0,4490.0,1
325,2,2013-11-12,4774,539,1,0,0,0,350.0,1
334,7,2013-06-23,0,0,0,0,0,0,4040.0,1
376,7,2014-01-05,0,0,0,0,0,0,160.0,0
1105,1,2014-01-27,3110,392,1,0,0,0,330.0,1
251,4,2014-03-06,19295,2492,1,1,0,0,340.0,0
114,2,2013-07-30,6919,716,1,1,0,1,4510.0,1
693,7,2013-09-01,0,0,0,0,0,0,450.0,1
47,7,2014-09-14,0,0,0,0,0,0,270.0,1
296,6,2015-07-25,4785,457,1,0,0,0,9580.0,1
818,5,2013-03-15,5098,542,1,0,0,0,490.0,1
717,7,2015-06-07,0,0,0,0,0,0,310.0,1
280,5,2013-07-26,6263,487,1,0,0,1,18640.0,1
996,2,2014-06-24,5195,611,1,0,0,0,2870.0,1
917,2,2014-02-11,5342,623,1,0,0,0,7240.0,0
504,2,2013-07-02,7960,1084,1,1,0,1,820.0,0
524,6,2015-03-21,6202,694,1,0,0,0,40860.0,0
1024,7,2013-03-10,0,0,0,0,0,0,1990.0,0
264,2,2015-01-20,4989,747,1,0,0,0,180.0,0
1013,4,2015-04-16,4093,470,1,1,0,0,630.0,1
272,3,2015-07-29,7127,621,1,1,0,1,16180.0,1
379,6,2014-11-15,3466,370,1,0,0,0,6630.0,0
162,1,2014-09-29,11690,726,1,1,0,0,5340.0,1
701,3,2014-02-05,6899,706,1,1,0,0,1450.0,1
490,7,2013-11-03,0,0,0,0,0,0,660.0,1
53,5,2015-07-31,7540,690,1,1,0,1,30360.0,0
955,5,2014-05-02,7885,717,1,1,0,0,1690.0,1
170,2,2015-06-23,3352,418,1,0,0,0,1070.0,1
1105,2,2013-04-09,4381,485,1,1,0,0,330.0,1
113,7,2015-03-15,0,0,0,0,0,0,20930.0,0
904,6,2015-05-30,5635,462,1,0,0,0,570.0,1
376,7,2015-01-04,0,0,0,0,0,0,160.0,0
123,6,2014-01-11,3944,490,1,0,0,0,16760.0,0
924,5,2015-03-13,4344,445,1,0,0,0,6420.0,1
561,3,2013-09-18,4909,600,1,0,0,0,14300.0,0
564,3,2014-11-19,4321,394,1,0,0,0,6540.0,1
780,5,2014-03-07,6377,817,1,1,0,0,18160.0,0
339,2,2015-01-06,6317,698,1,1,0,1,2280.0,1
562,7,2014-03-09,18322,3327,1,0,0,0,1210.0,0
21,3,2014-03-26,3019,353,1,0,0,0,550.0,1
22,7,2013-11-17,0,0,0,0,0,0,1040.0,1
673,6,2015-01-31,7951,609,1,0,0,0,15170.0,1
304,5,2013-03-08,7130,1038,1,1,0,0,1950.0,0
541,5,2015-05-01,0,0,0,1,1,0,650.0,0
809,4,2014-10-30,7535,722,1,0,0,0,12770.0,0
641,1,2014-05-12,4593,529,1,0,0,0,610.0,1
743,7,2014-11-30,0,0,0,0,0,0,6710.0,1
34,6,2014-01-04,7772,989,1,0,0,0,2240.0,0
970,3,2014-01-29,3044,410,1,0,0,0,910.0,1
279,4,2015-01-29,9838,701,1,1,0,0,2320.0,1
502,7,2013-10-27,0,0,0,0,0,0,220.0,1
1059,3,2014-07-16,8669,1149,1,1,0,1,3380.0,0
1081,7,2014-11-23,6346,932,1,0,0,0,400.0,0
578,1,2015-03-16,9981,847,1,1,0,0,12700.0,0
726,1,2014-12-08,12702,1220,1,0,0,0,40540.0,0
336,7,2014-04-13,0,0,0,0,0,0,190.0,0
124,6,2013-07-06,2554,322,1,0,0,0,1410.0,0
934,3,2013-04-03,5329,625,1,0,0,1,5460.0,1
349,5,2014-02-21,6915,722,1,1,0,0,1490.0,0
523,6,2014-10-11,15949,1815,1,0,0,0,50.0,0
274,4,2013-11-14,3169,915,1,0,0,0,3640.0,1
686,1,2014-09-22,5031,694,1,0,0,0,20050.0,0
257,2,2014-06-10,5478,673,1,0,0,0,420.0,0
876,5,2013-03-15,7115,866,1,0,0,0,21790.0,1
294,7,2013-08-04,0,0,0,0,0,1,3150.0,0
744,2,2015-07-28,9000,860,1,1,0,0,1370.0,1
662,1,2013-04-29,11746,971,1,1,0,0,1070.0,0
401,3,2014-10-01,8441,813,1,1,0,0,9200.0,1
773,5,2014-01-31,5358,784,1,0,0,0,200.0,0
616,1,2015-04-27,10439,963,1,1,0,0,3040.0,1
546,6,2013-12-21,16151,1678,1,0,0,0,580.0,0
68,6,2014-02-08,7562,1158,1,0,0,0,250.0,1
1032,7,2015-04-12,0,0,0,0,0,0,270.0,1
645,4,2014-07-31,17289,1742,1,1,0,1,90.0,1
691,2,2014-07-15,8531,560,1,1,0,1,3030.0,1
708,6,2014-03-22,3841,457,1,0,0,0,11470.0,1
649,1,2015-07-06,3135,371,1,0,0,0,14570.0,0
763,1,2015-07-13,8948,722,1,1,0,0,32240.0,0
398,7,2013-02-17,0,0,0,0,0,0,1540.0,1
127,3,2014-01-29,3366,447,1,0,0,0,1350.0,1
87,3,2013-01-02,5636,749,1,0,0,1,560.0,0
610,5,2013-04-05,3514,473,1,0,0,1,660.0,0
436,7,2014-10-19,0,0,0,0,0,0,2300.0,0
360,2,2013-08-13,8608,885,1,1,0,0,2040.0,0
264,4,2013-11-14,5433,775,1,0,0,0,180.0,0
970,7,2015-04-12,0,0,0,0,0,0,910.0,1
855,1,2014-04-07,5387,640,1,0,0,0,3440.0,1
544,1,2015-06-08,12117,1638,1,0,0,0,250.0,1
735,3,2013-06-12,4468,510,1,0,0,0,1920.0,0
116,7,2014-02-09,0,0,0,0,0,0,680.0,0
832,1,2013-06-10,5097,462,1,0,0,0,5070.0,1
711,1,2013-04-01,0,0,0,0,2,1,17110.0,1
895,2,2013-09-10,10511,997,1,1,0,0,4150.0,0
318,3,2014-11-05,8665,679,1,1,0,0,32330.0,0
70,3,2013-08-14,7306,780,1,1,0,0,4840.0,0
854,7,2015-02-08,0,0,0,0,0,0,4770.0,1
1019,7,2013-04-07,0,0,0,0,0,0,2740.0,1
18,6,2015-03-14,4597,478,1,0,0,0,13840.0,1
735,4,2014-07-17,5817,560,1,1,0,0,1920.0,0
213,1,2015-03-02,12387,812,1,1,0,0,4030.0,1
86,3,2013-03-20,3543,470,1,1,0,0,480.0,1
701,6,2015-07-04,4344,541,1,0,0,0,1450.0,1
945,1,2014-05-05,6081,705,1,1,0,0,12480.0,0
139,4,2013-03-14,5000,475,1,0,0,0,1700.0,1
1078,3,2014-08-27,4779,428,1,0,0,1,670.0,1
627,4,2015-06-18,6609,601,1,1,0,0,3970.0,0
733,3,2014-02-19,13850,3160,1,1,0,0,860.0,0
885,5,2015-01-23,4876,692,1,0,0,0,480.0,0
446,2,2013-05-28,5747,800,1,1,0,0,340.0,1
26,7,2015-04-05,0,0,0,0,0,0,2300.0,0
483,1,2013-10-21,7034,839,1,1,0,1,2310.0,1
379,5,2014-06-13,3392,441,1,0,0,0,6630.0,0
922,5,2014-03-21,8156,755,1,1,0,0,2110.0,0
697,7,2014-04-27,0,0,0,0,0,0,3780.0,1
130,1,2013-05-13,5821,646,1,1,0,0,900.0,1
608,2,2013-11-26,8932,1020,1,0,0,0,18370.0,1
1010,3,2015-05-06,8664,714,1,1,0,0,4610.0,1
392,6,2015-02-28,5109,493,1,0,0,0,2120.0,0
247,6,2013-03-30,11956,970,1,0,0,0,70.0,1
988,2,2015-02-17,4340,684,1,1,0,0,30.0,0
744,6,2013-09-07,0,0,0,0,0,0,1370.0,1
342,4,2013-09-12,13411,1036,1,1,0,0,15770.0,1
772,5,2014-03-14,3013,445,1,0,0,1,1850.0,0
114,7,2013-09-29,0,0,0,0,0,0,4510.0,1
905,1,2013-12-30,14597,2042,1,0,0,1,90.0,0
51,7,2014-06-15,0,0,0,0,0,0,10570.0,1
380,4,2013-08-01,15092,1533,1,1,0,1,2240.0,1
1020,1,2015-01-12,10015,1157,1,1,0,0,40.0,0
44,7,2014-08-31,0,0,0,0,0,0,540.0,0
235,4,2013-07-11,5347,481,1,0,0,1,5710.0,1
297,2,2013-10-22,7315,754,1,1,0,0,2300.0,0
147,2,2014-02-11,6088,695,1,0,0,0,8540.0,0
477,4,2013-06-20,6177,435,1,1,0,0,770.0,1
88,3,2013-07-31,9222,858,1,1,0,1,10690.0,0
126,5,2014-02-21,6710,588,1,1,0,0,3370.0,1
529,1,2015-05-04,11167,944,1,1,0,0,12920.0,0
749,1,2014-02-24,5167,708,1,0,0,0,3410.0,1
725,3,2014-05-14,4816,530,1,0,0,0,17540.0,0
460,1,2014-10-20,5284,403,1,1,0,0,34050.0,0
903,7,2015-06-07,0,0,0,0,0,0,7290.0,0
459,4,2013-06-06,10477,1365,1,1,0,0,250.0,1
311,3,2014-04-30,10840,1102,1,1,0,0,680.0,0
374,2,2014-07-29,6650,738,1,1,0,1,1150.0,0
945,6,2013-10-12,2455,265,1,0,0,0,12480.0,0
806,6,2015-05-30,7611,528,1,0,0,0,260.0,1
1023,7,2015-06-28,0,0,0,0,0,0,3740.0,1
801,1,2015-01-12,5353,479,1,1,0,0,48330.0,0
303,4,2014-04-17,7701,879,1,1,0,1,15430.0,1
195,5,2013-03-08,11089,1333,1,1,0,0,220.0,0
279,6,2015-06-13,10379,792,1,0,0,0,2320.0,1
574,2,2015-07-28,11684,752,1,1,0,0,4400.0,0
309,6,2014-09-27,4666,453,1,0,0,0,8740.0,1
981,2,2015-07-07,5640,598,1,0,0,0,2620.0,0
806,4,2013-04-11,6881,540,1,1,0,0,260.0,1
74,6,2013-06-22,4615,662,1,0,0,0,330.0,0
160,5,2013-11-15,5554,540,1,0,0,0,17110.0,0
308,3,2013-08-21,7467,866,1,0,0,1,1070.0,1
701,6,2013-05-25,4651,578,1,0,0,0,1450.0,1
1058,4,2015-05-07,8028,754,1,1,0,0,180.0,1
411,3,2013-06-26,6565,545,1,0,0,0,8460.0,0
245,5,2013-05-03,8877,1000,1,1,0,0,1310.0,0
907,4,2013-12-26,0,0,0,0,3,1,250.0,0
59,4,2013-10-24,5653,575,1,1,0,1,2840.0,1
583,2,2014-12-02,6177,549,1,1,0,0,2640.0,0
185,7,2013-07-28,0,0,0,0,0,0,1860.0,0
153,6,2014-04-05,3926,409,1,0,0,0,16240.0,1
281,7,2013-06-23,0,0,0,0,0,0,6970.0,0
240,6,2015-07-11,4269,402,1,0,0,0,1110.0,0
1053,4,2013-01-31,8570,948,1,0,0,1,1710.0,0
292,2,2014-10-14,5070,739,1,0,0,0,1100.0,0
1070,6,2015-06-27,6134,761,1,0,0,0,400.0,0
952,1,2014-01-06,0,0,0,1,1,0,6300.0,0
543,2,2013-05-28,3973,334,1,1,0,0,1080.0,0
317,6,2015-01-24,5938,676,1,0,0,0,3140.0,1
1064,3,2013-03-27,11454,1257,1,1,0,1,420.0,0
586,2,2013-12-24,6951,1038,1,0,0,1,250.0,0
884,5,2014-04-18,0,0,0,1,2,1,7550.0,0
1089,5,2013-01-04,9112,926,1,0,0,1,5220.0,0
593,3,2014-04-09,7234,1035,1,0,0,0,33060.0,0
626,6,2015-05-16,7094,657,1,0,0,0,10740.0,0
1090,1,2014-12-29,8364,936,1,0,0,1,330.0,1
649,7,2013-07-14,0,0,0,0,0,0,14570.0,0
562,7,2014-04-06,18876,3166,1,0,0,1,1210.0,0
179,2,2015-06-30,12691,1315,1,1,0,1,480.0,0
1040,3,2013-08-07,6233,705,1,0,0,1,4030.0,1
832,1,2013-07-29,10329,727,1,1,0,1,5070.0,1
848,2,2013-05-07,5186,670,1,0,0,0,370.0,1
531,5,2013-06-07,4733,588,1,1,0,0,4030.0,0
66,5,2014-05-02,8728,717,1,1,0,0,7660.0,1
592,4,2013-07-04,6387,825,1,1,0,0,2540.0,0
980,5,2014-04-04,8105,625,1,1,0,0,4420.0,0
1085,6,2014-02-01,6152,593,1,0,0,0,4030.0,0
47,2,2013-01-22,7282,935,1,1,0,0,270.0,1
82,5,2014-02-07,10282,1044,1,1,0,0,22390.0,1
463,6,2015-05-16,3788,599,1,0,0,0,4160.0,0
830,2,2013-05-14,6621,588,1,1,0,0,6320.0,1
894,1,2013-12-30,9897,1386,1,0,0,1,190.0,0
580,5,2014-05-23,7609,1295,1,1,0,0,170.0,0
331,4,2013-10-31,8473,1138,1,0,0,0,670.0,1
964,2,2014-02-18,11664,1567,1,1,0,0,270.0,1
1075,1,2013-02-11,11070,1092,1,0,0,0,1410.0,0
806,3,2013-10-30,6551,520,1,0,0,1,260.0,1
556,6,2013-08-03,4857,556,1,0,0,0,1140.0,0
387,5,2013-01-04,10280,1480,1,0,0,1,210.0,1
237,5,2013-08-30,5061,630,1,1,0,0,1420.0,0
590,7,2015-03-01,0,0,0,0,0,0,4520.0,1
113,2,2013-07-16,8814,808,1,1,0,0,20930.0,0
15,7,2014-01-05,0,0,0,0,0,0,4110.0,1
825,3,2015-01-28,6325,618,1,1,0,0,380.0,1
940,2,2015-07-14,9297,817,1,1,0,1,6470.0,0
579,5,2014-01-17,6387,750,1,0,0,0,20970.0,0
309,4,2013-11-07,7286,596,1,1,0,0,8740.0,1
628,1,2014-10-06,8435,979,1,1,0,0,2180.0,0
469,2,2015-04-14,14125,1592,1,1,0,0,710.0,0
348,6,2014-05-03,8679,720,1,0,0,0,16490.0,1
538,3,2013-04-17,3311,562,1,0,0,0,990.0,0
848,7,2013-05-12,0,0,0,0,0,0,370.0,1
476,3,2015-06-10,4951,615,1,0,0,0,8300.0,0
253,7,2014-11-09,0,0,0,0,0,0,250.0,1
188,3,2014-10-01,6169,477,1,1,0,0,850.0,1
592,4,2014-07-17,5310,658,1,1,0,1,2540.0,0
614,3,2014-05-14,5509,823,1,0,0,0,1160.0,0
1063,3,2014-04-30,4750,614,1,1,0,1,6250.0,0
681,2,2014-08-26,3175,485,1,0,0,1,620.0,1
819,2,2015-01-27,6883,581,1,1,0,0,720.0,0
657,2,2015-04-21,5558,831,1,0,0,0,80.0,1
162,4,2013-06-13,5688,462,1,0,0,0,5340.0,1
299,2,2013-05-21,7718,907,1,0,0,0,38630.0,0
872,4,2013-03-14,8268,816,1,0,0,0,3860.0,1
902,7,2013-06-23,0,0,0,0,0,0,310.0,1
265,4,2014-10-30,4410,470,1,0,0,1,4580.0,1
694,5,2013-04-05,6063,609,1,0,0,1,460.0,1
506,6,2015-03-14,5012,574,1,0,0,0,1850.0,1
582,3,2015-07-22,5215,738,1,0,0,0,120.0,0
624,6,2014-12-13,5556,510,1,0,0,0,6920.0,0
522,3,2014-04-09,6427,553,1,0,0,0,7160.0,1
32,7,2015-03-29,0,0,0,0,0,0,2910.0,1
686,5,2013-08-16,6013,769,1,1,0,1,20050.0,0
336,4,2014-08-14,11450,1739,1,0,0,1,190.0,0
917,6,2014-11-01,0,0,0,0,1,0,7240.0,0
195,2,2013-04-23,11708,1391,1,1,0,0,220.0,0
1008,6,2014-04-26,4668,645,1,0,0,0,30.0,0
680,6,2014-11-08,6911,979,1,0,0,0,170.0,1
864,4,2014-12-04,4561,606,1,1,0,0,1020.0,1
