Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday,Promo2,Month,Customers_binned,CompetitionDistance_binned
668,3,8190,1,1,0,1,0,10,"(902,1353]","(20,7604]"
209,7,1960,1,0,0,0,1,8,"(0,451]","(7604,15188]"
496,2,6527,1,0,0,0,0,12,"(451,902]","(20,7604]"
671,5,5794,1,0,0,1,1,1,"(451,902]","(20,7604]"
720,4,10515,1,1,0,1,1,7,"(451,902]","(15188,22772]"
163,3,8523,1,1,0,0,0,7,"(902,1353]","(20,7604]"
316,2,10828,1,1,0,0,0,5,"(902,1353]","(7604,15188]"
250,6,6745,1,0,0,0,1,3,"(451,902]","(20,7604]"
532,4,11792,1,1,0,0,0,6,"(902,1353]","(20,7604]"
952,7,0,0,0,0,0,0,4,,"(20,7604]"
792,4,0,0,0,3,1,1,12,,"(15188,22772]"
980,2,5166,1,0,0,0,0,2,"(451,902]","(20,7604]"
485,5,0,0,1,2,1,1,4,,"(20,7604]"
1039,3,7658,1,0,0,0,1,11,"(902,1353]","(20,7604]"
744,2,0,0,1,0,1,1,9,,"(20,7604]"
52,6,8371,1,0,0,0,1,11,"(451,902]","(20,7604]"
24,5,8419,1,0,0,1,1,1,"(451,902]","(20,7604]"
546,5,12013,1,0,0,0,0,2,"(1353,1804]","(20,7604]"
454,6,2520,1,0,0,0,0,5,"(0,451]","(22772,30356]"
768,4,12852,1,1,0,0,0,6,"(902,1353]","(20,7604]"
104,4,8656,1,0,0,1,0,10,"(902,1353]","(20,7604]"
119,5,4543,1,0,0,0,0,1,"(451,902]","(20,7604]"
627,3,7668,1,1,0,0,0,12,"(451,902]","(20,7604]"
706,5,6027,1,1,0,0,1,9,"(451,902]","(7604,15188]"
268,7,0,0,0,0,0,0,9,,"(20,7604]"
800,4,3637,1,0,0,1,0,8,"(0,451]","(20,7604]"
208,3,3698,1,1,0,1,0,3,"(451,902]","(20,7604]"
248,2,9252,1,1,0,0,1,4,"(902,1353]","(20,7604]"
485,5,4082,1,0,0,1,1,8,"(0,451]","(20,7604]"
1043,3,6531,1,0,0,1,0,7,"(902,1353]","(20,7604]"
1081,4,9801,1,1,0,0,0,12,"(1353,1804]","(20,7604]"
445,4,8868,1,1,0,1,0,8,"(902,1353]","(20,7604]"
217,3,5004,1,1,0,0,0,1,"(451,902]","(20,7604]"
693,5,9332,1,1,0,0,1,6,"(451,902]","(20,7604]"
362,3,6812,1,0,0,0,0,3,"(902,1353]","(20,7604]"
347,4,3452,1,0,0,1,1,5,"(0,451]","(7604,15188]"
276,4,3622,1,0,0,1,1,7,"(451,902]","(20,7604]"
217,5,5077,1,1,0,0,0,2,"(451,902]","(20,7604]"
997,5,4363,1,0,0,0,1,8,"(0,451]","(20,7604]"
323,6,9361,1,0,0,0,1,12,"(451,902]","(7604,15188]"
309,3,8599,1,1,0,1,1,3,"(451,902]","(7604,15188]"
791,1,6870,1,0,0,1,0,7,"(451,902]","(20,7604]"
877,3,6856,1,1,0,0,0,2,"(902,1353]","(22772,30356]"
280,3,6830,1,1,0,0,1,2,"(451,902]","(15188,22772]"
1045,2,9847,1,0,0,0,0,6,"(902,1353]","(22772,30356]"
427,4,8561,1,1,0,0,1,2,"(451,902]","(20,7604]"
126,5,6665,1,1,0,0,1,12,"(451,902]","(20,7604]"
1035,5,5377,1,1,0,1,0,10,"(451,902]","(22772,30356]"
365,7,0,0,0,0,0,1,6,,"(20,7604]"
210,7,0,0,0,0,0,1,5,,"(20,7604]"
769,1,10831,1,0,0,0,1,4,"(3157,3608]","(20,7604]"
595,5,13783,1,1,0,0,0,1,"(1353,1804]","(20,7604]"
864,7,0,0,0,0,0,1,8,,"(20,7604]"
80,3,0,0,0,3,1,0,12,,"(7604,15188]"
552,6,3914,1,0,0,0,1,5,"(0,451]","(20,7604]"
232,3,4884,1,1,0,0,1,12,"(0,451]","(7604,15188]"
1068,1,5628,1,1,0,0,1,11,"(0,451]","(20,7604]"
426,5,4476,1,0,0,1,0,7,"(451,902]","(20,7604]"
615,1,0,0,0,1,0,0,5,,"(20,7604]"
854,1,6309,1,0,0,0,1,12,"(451,902]","(20,7604]"
1104,2,4228,1,0,0,1,1,12,"(0,451]","(20,7604]"
959,3,7432,1,0,0,1,0,4,"(451,902]","(20,7604]"
465,7,0,0,0,0,0,0,5,,"(7604,15188]"
124,1,0,0,0,2,1,0,4,,"(20,7604]"
43,7,0,0,0,0,0,1,1,,"(20,7604]"
672,5,10226,1,1,0,0,0,4,"(1353,1804]","(20,7604]"
109,3,5720,1,1,0,0,0,5,"(451,902]","(20,7604]"
407,1,5275,1,1,0,1,1,3,"(0,451]","(20,7604]"
1051,3,12987,1,0,0,0,1,3,"(902,1353]","(20,7604]"
686,7,0,0,0,0,0,0,5,,"(15188,22772]"
819,1,7234,1,0,0,0,0,8,"(451,902]","(20,7604]"
179,6,5766,1,0,0,0,0,9,"(451,902]","(20,7604]"
552,7,0,0,0,0,0,1,2,,"(20,7604]"
937,1,9436,1,1,0,0,1,6,"(451,902]","(20,7604]"
468,5,5261,1,0,0,1,0,7,"(451,902]","(20,7604]"
498,4,5657,1,0,0,1,1,8,"(451,902]","(20,7604]"
768,2,9435,1,0,0,0,0,3,"(902,1353]","(20,7604]"
450,7,0,0,0,0,0,1,1,,"(20,7604]"
273,3,6900,1,1,0,0,0,1,"(451,902]","(7604,15188]"
381,3,9108,1,1,0,0,1,5,"(902,1353]","(20,7604]"
827,6,20858,1,0,0,0,0,5,"(2706,3157]","(20,7604]"
475,7,0,0,0,0,0,0,11,,"(20,7604]"
188,4,3539,1,0,0,0,1,2,"(0,451]","(20,7604]"
683,7,0,0,0,0,0,0,7,,"(20,7604]"
547,2,3991,1,0,0,0,1,1,"(0,451]","(7604,15188]"
545,5,7804,1,0,0,0,1,9,"(451,902]","(20,7604]"
852,6,2828,1,0,0,1,1,8,"(0,451]","(20,7604]"
566,4,0,0,0,1,1,1,5,,"(20,7604]"
378,5,6088,1,1,0,0,0,2,"(451,902]","(20,7604]"
431,5,9934,1,1,0,0,0,7,"(902,1353]","(20,7604]"
394,7,0,0,0,0,0,0,2,,"(7604,15188]"
816,4,3817,1,0,0,0,0,3,"(451,902]","(20,7604]"
673,6,9188,1,0,0,0,1,3,"(451,902]","(7604,15188]"
49,5,5459,1,0,0,0,0,4,"(0,451]","(15188,22772]"
620,3,8352,1,1,0,1,1,6,"(451,902]","(20,7604]"
1102,2,7707,1,1,0,0,1,4,"(451,902]","(20,7604]"
602,3,6836,1,1,0,0,1,3,"(451,902]","(20,7604]"
357,4,5777,1,0,0,0,0,2,"(451,902]","(20,7604]"
720,2,5298,1,0,0,0,1,7,"(451,902]","(15188,22772]"
247,4,8913,1,1,0,1,1,10,"(451,902]","(20,7604]"
914,1,13351,1,1,0,1,1,8,"(902,1353]","(20,7604]"
856,7,0,0,0,0,0,0,5,,"(20,7604]"
979,6,3460,1,0,0,0,1,1,"(0,451]","(20,7604]"
859,1,6207,1,0,0,0,0,9,"(451,902]","(15188,22772]"
68,2,7652,1,1,0,0,1,6,"(902,1353]","(20,7604]"
75,1,4900,1,0,0,0,0,6,"(451,902]","(15188,22772]"
561,6,5548,1,0,0,0,0,6,"(451,902]","(7604,15188]"
808,1,9593,1,1,0,0,1,10,"(451,902]","(15188,22772]"
16,5,9106,1,1,0,0,0,5,"(902,1353]","(20,7604]"
536,5,8694,1,1,0,0,1,1,"(902,1353]","(20,7604]"
1015,4,4835,1,0,0,0,1,5,"(451,902]","(7604,15188]"
161,2,8011,1,1,0,0,0,5,"(451,902]","(20,7604]"
494,7,7277,1,0,0,0,0,5,"(902,1353]","(20,7604]"
352,3,6665,1,0,0,0,1,10,"(451,902]","(20,7604]"
248,2,8461,1,0,0,1,1,4,"(902,1353]","(20,7604]"
286,3,9218,1,1,0,1,0,4,"(451,902]","(20,7604]"
86,4,0,0,0,1,0,1,5,,"(20,7604]"
954,7,0,0,0,0,0,1,12,,"(20,7604]"
256,6,10228,1,0,0,0,1,4,"(902,1353]","(20,7604]"
525,5,11971,1,1,0,0,0,4,"(902,1353]","(20,7604]"
1077,4,5283,1,0,0,0,1,2,"(451,902]","(20,7604]"
793,7,0,0,0,0,0,0,7,,"(20,7604]"
1070,5,0,0,0,3,1,0,12,,"(20,7604]"
436,5,4687,1,0,0,0,0,6,"(451,902]","(20,7604]"
307,4,3646,1,1,0,0,0,9,"(0,451]","(15188,22772]"
957,5,7906,1,0,0,0,0,12,"(451,902]","(20,7604]"
104,2,12983,1,1,0,0,0,6,"(1353,1804]","(20,7604]"
206,6,4088,1,0,0,0,1,2,"(451,902]","(20,7604]"
122,2,7343,1,1,0,0,0,9,"(451,902]","(53108,60692]"
455,2,6795,1,1,0,0,0,6,"(451,902]","(7604,15188]"
334,5,3889,1,0,0,1,1,10,"(451,902]","(20,7604]"
1061,4,5848,1,0,0,1,0,1,"(451,902]","(7604,15188]"
206,4,8129,1,0,0,1,1,10,"(902,1353]","(20,7604]"
535,4,7748,1,0,0,0,0,10,"(902,1353]","(20,7604]"
501,2,4215,1,0,0,0,0,1,"(451,902]","(20,7604]"
121,3,5151,1,1,0,0,1,6,"(451,902]","(20,7604]"
179,6,5858,1,0,0,0,0,6,"(451,902]","(20,7604]"
535,4,10882,1,1,0,0,0,3,"(902,1353]","(20,7604]"
85,5,11360,1,1,1,0,0,5,"(1353,1804]","(20,7604]"
89,2,6370,1,1,0,1,1,9,"(451,902]","(20,7604]"
24,2,11866,1,1,0,0,1,2,"(902,1353]","(20,7604]"
739,3,10053,1,0,0,0,1,7,"(451,902]","(20,7604]"
820,2,9130,1,0,0,0,1,1,"(902,1353]","(20,7604]"
963,7,0,0,0,0,0,0,12,,"(22772,30356]"
1033,4,11569,1,0,0,0,0,10,"(902,1353]","(7604,15188]"
549,7,0,0,0,0,0,0,5,,"(20,7604]"
665,1,12440,1,1,0,0,1,2,"(1353,1804]","(20,7604]"
229,4,9230,1,1,0,1,1,8,"(451,902]","(15188,22772]"
368,3,6510,1,0,0,1,1,9,"(451,902]","(20,7604]"
1072,6,3727,1,0,0,0,1,7,"(0,451]","(20,7604]"
353,6,4110,1,0,0,0,1,2,"(902,1353]","(20,7604]"
206,4,7008,1,0,0,0,1,2,"(451,902]","(20,7604]"
742,6,7976,1,0,0,0,0,3,"(451,902]","(20,7604]"
1114,5,23750,1,1,0,0,0,7,"(3608,4059]","(20,7604]"
456,2,8408,1,1,0,0,0,2,"(902,1353]","(20,7604]"
956,7,0,0,0,0,0,1,10,,"(20,7604]"
1,2,4806,1,1,0,0,0,1,"(451,902]","(20,7604]"
910,4,8639,1,1,0,1,1,4,"(451,902]","(7604,15188]"
374,7,0,0,0,0,0,0,12,,"(20,7604]"
1065,7,0,0,0,0,0,1,4,,"(20,7604]"
532,4,0,0,0,1,0,0,5,,"(20,7604]"
184,1,3932,1,1,0,0,0,2,"(0,451]","(20,7604]"
954,4,7953,1,1,0,0,1,4,"(902,1353]","(20,7604]"
933,5,6763,1,0,0,0,0,1,"(451,902]","(20,7604]"
269,2,15313,1,1,0,0,0,12,"(1353,1804]","(20,7604]"
720,2,5550,1,0,0,0,1,4,"(451,902]","(15188,22772]"
350,4,5361,1,0,0,0,1,4,"(0,451]","(7604,15188]"
296,4,7973,1,1,0,0,1,1,"(451,902]","(7604,15188]"
86,6,4864,1,0,0,0,1,11,"(451,902]","(20,7604]"
985,6,7133,1,0,0,0,1,7,"(451,902]","(20,7604]"
736,6,4942,1,0,0,0,1,1,"(451,902]","(20,7604]"
946,1,5846,1,1,0,0,1,9,"(451,902]","(20,7604]"
323,1,8251,1,1,0,0,1,5,"(451,902]","(7604,15188]"
732,2,5752,1,1,0,0,0,4,"(451,902]","(30356,37940]"
1089,1,0,0,0,1,0,0,5,,"(20,7604]"
1076,7,0,0,0,0,0,1,5,,"(20,7604]"
847,4,5855,1,0,0,1,1,8,"(451,902]","(20,7604]"
478,7,0,0,0,0,0,0,12,,"(20,7604]"
997,6,4795,1,0,0,0,1,10,"(0,451]","(20,7604]"
371,2,8411,1,1,0,1,1,1,"(451,902]","(20,7604]"
463,1,9212,1,1,0,0,0,1,"(1353,1804]","(20,7604]"
101,1,9703,1,1,0,0,1,8,"(902,1353]","(20,7604]"
455,6,7135,1,0,0,0,0,2,"(451,902]","(7604,15188]"
783,6,5816,1,0,0,0,0,3,"(451,902]","(15188,22772]"
444,4,9232,1,0,0,0,0,3,"(902,1353]","(20,7604]"
459,4,8283,1,0,0,0,1,1,"(902,1353]","(20,7604]"
418,4,6509,1,0,0,0,1,1,"(451,902]","(20,7604]"
994,5,5666,1,1,0,0,1,2,"(451,902]","(20,7604]"
963,1,17596,1,1,0,1,0,7,"(1353,1804]","(22772,30356]"
874,2,2936,1,0,0,0,0,4,"(0,451]","(20,7604]"
230,2,6351,1,1,0,1,0,10,"(451,902]","(20,7604]"
889,2,1899,1,0,0,1,0,12,"(0,451]","(15188,22772]"
441,4,5080,1,0,0,0,0,6,"(451,902]","(20,7604]"
64,3,17184,1,1,0,0,1,12,"(902,1353]","(15188,22772]"
1020,6,13117,1,0,0,0,0,11,"(1353,1804]","(20,7604]"
1069,6,2757,1,0,0,0,1,5,"(0,451]","(15188,22772]"
882,4,6514,1,1,0,1,0,7,"(451,902]","(20,7604]"
570,2,4862,1,1,0,0,0,1,"(451,902]","(20,7604]"
120,2,6263,1,1,0,1,1,10,"(451,902]","(20,7604]"
869,3,4433,1,0,0,1,1,2,"(451,902]","(20,7604]"
311,6,5733,1,0,0,0,0,11,"(451,902]","(20,7604]"
882,2,7251,1,1,0,0,0,7,"(451,902]","(20,7604]"
199,7,0,0,0,0,0,1,4,,"(20,7604]"
348,3,7343,1,0,0,0,1,3,"(451,902]","(15188,22772]"
133,7,0,0,0,0,0,1,2,,"(20,7604]"
169,7,0,0,0,0,0,1,8,,"(20,7604]"
792,7,0,0,0,0,0,1,3,,"(15188,22772]"
444,4,9954,1,1,0,0,0,6,"(902,1353]","(20,7604]"
868,3,12218,1,1,0,0,1,12,"(451,902]","(20,7604]"
196,3,6754,1,1,0,0,1,5,"(451,902]","(20,7604]"
88,3,6439,1,1,0,0,0,4,"(451,902]","(7604,15188]"
678,4,5234,1,0,0,0,1,1,"(451,902]","(20,7604]"
600,6,7085,1,0,0,0,1,11,"(451,902]","(15188,22772]"
447,3,4663,1,1,0,1,0,4,"(451,902]","(20,7604]"
1070,6,6681,1,0,0,1,0,8,"(451,902]","(20,7604]"
578,4,7386,1,1,0,0,0,2,"(451,902]","(7604,15188]"
855,7,0,0,0,0,0,1,2,,"(20,7604]"
390,6,8826,1,0,0,0,0,9,"(902,1353]","(20,7604]"
250,4,7695,1,1,0,0,1,11,"(451,902]","(20,7604]"
214,2,11595,1,1,0,0,1,12,"(451,902]","(7604,15188]"
185,2,5703,1,0,0,1,0,5,"(451,902]","(20,7604]"
907,6,6102,1,0,0,0,0,4,"(451,902]","(20,7604]"
420,2,5592,1,1,0,0,1,7,"(451,902]","(20,7604]"
636,2,3543,1,0,0,0,1,1,"(451,902]","(20,7604]"
156,1,10798,1,1,0,1,1,7,"(451,902]","(20,7604]"
1103,2,5658,1,1,0,0,1,7,"(0,451]","(20,7604]"
1091,4,6161,1,0,0,0,0,9,"(451,902]","(7604,15188]"
87,2,6858,1,1,0,0,0,6,"(451,902]","(20,7604]"
1078,7,0,0,0,0,0,1,10,,"(20,7604]"
481,6,6835,1,0,0,0,1,12,"(451,902]","(20,7604]"
1030,4,3996,1,1,0,0,0,4,"(0,451]","(30356,37940]"
610,5,4501,1,1,0,1,0,8,"(451,902]","(20,7604]"
744,1,9473,1,1,0,0,1,2,"(902,1353]","(20,7604]"
164,1,0,0,0,1,0,1,5,,"(20,7604]"
290,7,0,0,0,0,0,0,6,,"(20,7604]"
461,1,5588,1,1,0,0,1,9,"(451,902]","(20,7604]"
755,5,10304,1,1,0,1,0,10,"(451,902]","(7604,15188]"
928,7,0,0,0,0,0,1,10,,"(20,7604]"
1076,3,4345,1,1,0,0,1,12,"(451,902]","(20,7604]"
594,1,6182,1,1,0,0,0,10,"(451,902]","(20,7604]"
286,3,6806,1,1,0,1,0,7,"(451,902]","(20,7604]"
932,5,9049,1,1,0,0,1,5,"(451,902]","(15188,22772]"
661,2,5494,1,0,0,0,0,6,"(451,902]","(20,7604]"
677,6,8316,1,0,0,0,1,4,"(451,902]","(20,7604]"
855,5,5724,1,1,0,0,1,3,"(451,902]","(20,7604]"
836,2,6041,1,0,0,0,0,11,"(451,902]","(20,7604]"
373,7,0,0,0,0,0,1,1,,"(7604,15188]"
841,5,3928,1,1,0,0,0,1,"(451,902]","(22772,30356]"
514,3,7348,1,1,0,0,1,6,"(451,902]","(20,7604]"
694,6,8705,1,0,0,0,1,4,"(451,902]","(20,7604]"
1106,6,3638,1,0,0,0,1,12,"(0,451]","(20,7604]"
1033,2,10152,1,0,0,0,0,1,"(902,1353]","(7604,15188]"
873,5,3500,1,0,0,0,0,1,"(0,451]","(20,7604]"
916,1,6316,1,0,0,1,0,12,"(451,902]","(20,7604]"
1112,1,16062,1,1,0,0,0,6,"(902,1353]","(20,7604]"
555,2,7487,1,1,0,1,1,3,"(451,902]","(20,7604]"
599,2,7392,1,0,0,0,0,4,"(451,902]","(20,7604]"
619,5,4221,1,1,0,0,1,5,"(451,902]","(20,7604]"
555,5,5472,1,1,0,0,1,5,"(0,451]","(20,7604]"
17,5,5092,1,0,0,0,1,3,"(451,902]","(20,7604]"
1041,4,4673,1,0,0,0,1,6,"(451,902]","(20,7604]"
396,6,4928,1,0,0,0,0,10,"(451,902]","(22772,30356]"
852,2,3738,1,0,0,0,1,9,"(451,902]","(20,7604]"
418,3,7145,1,1,0,1,1,4,"(451,902]","(20,7604]"
403,2,7479,1,1,0,1,0,10,"(451,902]","(20,7604]"
430,3,8922,1,1,0,0,0,7,"(451,902]","(7604,15188]"
679,7,0,0,0,0,0,0,12,,"(20,7604]"
336,1,20026,1,1,0,0,0,4,"(2255,2706]","(20,7604]"
569,2,5490,1,0,0,1,0,4,"(451,902]","(20,7604]"
586,1,16177,1,1,0,0,0,1,"(1804,2255]","(20,7604]"
972,4,2730,1,0,0,0,0,3,"(0,451]","(7604,15188]"
986,7,0,0,0,0,0,1,1,,"(20,7604]"
929,7,0,0,0,0,0,0,11,,"(20,7604]"
460,4,4706,1,1,0,0,0,1,"(0,451]","(30356,37940]"
75,5,10054,1,1,0,0,0,12,"(902,1353]","(15188,22772]"
234,5,12574,1,1,0,0,0,4,"(902,1353]","(20,7604]"
1092,7,0,0,0,0,0,1,5,,"(20,7604]"
143,4,9896,1,1,0,0,0,12,"(451,902]","(20,7604]"
704,1,13856,1,1,0,0,0,1,"(902,1353]","(20,7604]"
837,1,4039,1,0,0,0,0,12,"(451,902]","(7604,15188]"
656,2,3617,1,1,0,0,1,4,"(451,902]","(20,7604]"
890,3,4117,1,0,0,0,1,11,"(0,451]","(20,7604]"
290,2,12772,1,1,0,0,0,3,"(902,1353]","(20,7604]"
317,6,5685,1,0,0,0,1,7,"(451,902]","(20,7604]"
96,2,4201,1,0,0,0,1,11,"(451,902]","(7604,15188]"
861,2,1786,1,1,0,0,1,2,"(0,451]","(20,7604]"
1082,6,5379,1,0,0,0,0,10,"(451,902]","(20,7604]"
1113,7,0,0,0,0,0,0,7,,"(7604,15188]"
795,3,5942,1,1,0,0,1,7,"(451,902]","(20,7604]"
189,7,0,0,0,0,0,0,6,,"(20,7604]"
662,6,8250,1,0,0,0,0,11,"(451,902]","(20,7604]"
325,5,6473,1,1,0,0,1,7,"(451,902]","(20,7604]"
704,1,13578,1,1,0,1,0,7,"(902,1353]","(20,7604]"
612,2,4971,1,0,0,0,1,3,"(0,451]","(20,7604]"
126,1,12813,1,1,0,0,1,4,"(451,902]","(20,7604]"
391,4,8091,1,1,0,0,1,12,"(902,1353]","(20,7604]"
367,3,6573,1,1,0,0,0,4,"(451,902]","(20,7604]"
801,2,5424,1,0,0,0,0,6,"(451,902]","(45524,53108]"
780,7,0,0,0,0,0,0,10,,"(15188,22772]"
190,3,8490,1,1,0,1,1,4,"(451,902]","(20,7604]"
550,3,3684,1,0,0,0,0,7,"(0,451]","(20,7604]"
809,3,8704,1,0,0,1,0,1,"(451,902]","(7604,15188]"
119,6,4491,1,0,0,0,0,4,"(451,902]","(20,7604]"
735,5,4595,1,0,0,1,0,8,"(451,902]","(20,7604]"
538,2,4565,1,1,0,1,0,4,"(451,902]","(20,7604]"
325,1,5610,1,0,0,1,1,8,"(451,902]","(20,7604]"
435,6,2052,1,0,0,0,0,6,"(0,451]","(20,7604]"
937,5,9228,1,1,0,0,1,1,"(451,902]","(20,7604]"
678,7,0,0,0,0,0,1,3,,"(20,7604]"
423,5,10202,1,1,0,0,0,1,"(1353,1804]","(20,7604]"
965,3,6703,1,0,0,0,0,1,"(451,902]","(20,7604]"
660,4,4999,1,1,0,0,1,3,"(451,902]","(20,7604]"
703,1,3052,1,0,0,0,0,6,"(0,451]","(20,7604]"
878,1,7040,1,0,0,0,0,1,"(451,902]","(20,7604]"
122,2,4784,1,0,0,0,0,11,"(451,902]","(53108,60692]"
529,2,8169,1,1,0,0,0,8,"(451,902]","(7604,15188]"
521,2,4983,1,1,0,1,1,10,"(0,451]","(15188,22772]"
58,4,5540,1,0,0,0,1,3,"(451,902]","(20,7604]"
604,3,5347,1,0,0,0,0,3,"(0,451]","(7604,15188]"
605,4,5440,1,0,0,0,1,6,"(0,451]","(7604,15188]"
257,3,5507,1,1,0,0,0,8,"(451,902]","(20,7604]"
1059,3,7882,1,1,0,0,0,6,"(902,1353]","(20,7604]"
29,6,5518,1,0,0,0,0,1,"(451,902]","(20,7604]"
64,6,8620,1,0,0,0,1,1,"(451,902]","(15188,22772]"
139,3,5997,1,0,0,0,1,2,"(451,902]","(20,7604]"
821,7,0,0,0,0,0,0,8,,"(20,7604]"
131,7,0,0,0,0,0,0,1,,"(20,7604]"
283,2,7466,1,1,0,0,1,4,"(451,902]","(20,7604]"
335,3,10938,1,0,0,0,1,7,"(2255,2706]","(20,7604]"
77,2,5308,1,0,0,0,1,3,"(451,902]","(20,7604]"
178,4,9967,1,1,0,1,0,8,"(902,1353]","(20,7604]"
448,1,10906,1,1,0,0,0,4,"(902,1353]","(20,7604]"
235,7,0,0,0,0,0,1,4,,"(20,7604]"
758,6,2938,1,0,0,0,0,7,"(0,451]","(15188,22772]"
832,7,0,0,0,0,0,1,7,,"(20,7604]"
238,2,9812,1,1,0,1,1,8,"(902,1353]","(20,7604]"
1024,7,0,0,0,0,0,0,2,,"(20,7604]"
878,2,9292,1,1,0,0,0,2,"(451,902]","(20,7604]"
923,6,5302,1,0,0,0,0,1,"(451,902]","(20,7604]"
26,5,5903,1,1,0,0,0,2,"(451,902]","(20,7604]"
721,2,8639,1,1,0,1,1,7,"(451,902]","(20,7604]"
323,5,11590,1,1,0,0,1,6,"(451,902]","(7604,15188]"
537,5,0,0,1,1,0,1,10,,"(20,7604]"
70,4,8317,1,1,0,0,0,11,"(451,902]","(20,7604]"
581,2,8240,1,1,0,0,0,11,"(451,902]","(20,7604]"
420,5,3216,1,0,0,0,1,2,"(0,451]","(20,7604]"
501,3,4776,1,0,0,0,0,2,"(451,902]","(20,7604]"
94,4,5867,1,0,0,0,0,1,"(451,902]","(7604,15188]"
351,3,0,0,1,1,0,1,5,,"(20,7604]"
331,3,5235,1,0,0,0,1,3,"(451,902]","(20,7604]"
839,1,7372,1,1,0,0,0,6,"(451,902]","(20,7604]"
677,5,8367,1,1,0,0,1,3,"(451,902]","(20,7604]"
128,4,8754,1,1,0,0,1,7,"(451,902]","(20,7604]"
576,2,4803,1,0,0,0,0,11,"(451,902]","(20,7604]"
96,3,5613,1,1,0,1,1,10,"(451,902]","(7604,15188]"
210,4,1970,1,0,0,0,1,4,"(0,451]","(20,7604]"
937,4,6524,1,1,0,0,1,2,"(451,902]","(20,7604]"
738,6,9071,1,0,0,0,0,5,"(451,902]","(20,7604]"
699,2,0,0,1,0,0,1,2,,"(20,7604]"
453,5,9910,1,0,0,1,0,12,"(902,1353]","(68276,75860]"
211,6,10071,1,0,0,0,0,7,"(902,1353]","(20,7604]"
635,6,2321,1,0,0,0,0,7,"(0,451]","(22772,30356]"
401,6,5595,1,0,0,0,1,12,"(451,902]","(7604,15188]"
330,3,3152,1,0,0,1,1,1,"(0,451]","(20,7604]"
1001,1,3722,1,0,0,0,1,2,"(451,902]","(15188,22772]"
331,5,7079,1,1,0,0,1,6,"(902,1353]","(20,7604]"
197,5,6961,1,1,0,1,0,8,"(451,902]","(20,7604]"
888,3,7129,1,0,0,0,1,10,"(451,902]","(20,7604]"
738,4,6763,1,0,0,0,0,11,"(451,902]","(20,7604]"
1094,3,5062,1,1,0,1,1,2,"(0,451]","(20,7604]"
380,2,15644,1,1,0,0,1,11,"(1353,1804]","(20,7604]"
361,2,5179,1,0,0,0,1,12,"(451,902]","(20,7604]"
325,2,4774,1,0,0,0,1,11,"(451,902]","(20,7604]"
334,7,0,0,0,0,0,1,6,,"(20,7604]"
376,7,0,0,0,0,0,0,1,,"(20,7604]"
1105,1,3110,1,0,0,0,1,1,"(0,451]","(20,7604]"
251,4,19295,1,1,0,0,0,3,"(2255,2706]","(20,7604]"
114,2,6919,1,1,0,1,1,7,"(451,902]","(20,7604]"
693,7,0,0,0,0,0,1,9,,"(20,7604]"
47,7,0,0,0,0,0,1,9,,"(20,7604]"
296,6,4785,1,0,0,0,1,7,"(451,902]","(7604,15188]"
818,5,5098,1,0,0,0,1,3,"(451,902]","(20,7604]"
717,7,0,0,0,0,0,1,6,,"(20,7604]"
280,5,6263,1,0,0,1,1,7,"(451,902]","(15188,22772]"
996,2,5195,1,0,0,0,1,6,"(451,902]","(20,7604]"
917,2,5342,1,0,0,0,0,2,"(451,902]","(20,7604]"
504,2,7960,1,1,0,1,0,7,"(902,1353]","(20,7604]"
524,6,6202,1,0,0,0,0,3,"(451,902]","(37940,45524]"
1024,7,0,0,0,0,0,0,3,,"(20,7604]"
264,2,4989,1,0,0,0,0,1,"(451,902]","(20,7604]"
1013,4,4093,1,1,0,0,1,4,"(451,902]","(20,7604]"
272,3,7127,1,1,0,1,1,7,"(451,902]","(15188,22772]"
379,6,3466,1,0,0,0,0,11,"(0,451]","(20,7604]"
162,1,11690,1,1,0,0,1,9,"(451,902]","(20,7604]"
701,3,6899,1,1,0,0,1,2,"(451,902]","(20,7604]"
490,7,0,0,0,0,0,1,11,,"(20,7604]"
53,5,7540,1,1,0,1,0,7,"(451,902]","(30356,37940]"
955,5,7885,1,1,0,0,1,5,"(451,902]","(20,7604]"
170,2,3352,1,0,0,0,1,6,"(0,451]","(20,7604]"
1105,2,4381,1,1,0,0,1,4,"(451,902]","(20,7604]"
113,7,0,0,0,0,0,0,3,,"(15188,22772]"
904,6,5635,1,0,0,0,1,5,"(451,902]","(20,7604]"
376,7,0,0,0,0,0,0,1,,"(20,7604]"
123,6,3944,1,0,0,0,0,1,"(451,902]","(15188,22772]"
924,5,4344,1,0,0,0,1,3,"(0,451]","(20,7604]"
561,3,4909,1,0,0,0,0,9,"(451,902]","(7604,15188]"
564,3,4321,1,0,0,0,1,11,"(0,451]","(20,7604]"
780,5,6377,1,1,0,0,0,3,"(451,902]","(15188,22772]"
339,2,6317,1,1,0,1,1,1,"(451,902]","(20,7604]"
562,7,18322,1,0,0,0,0,3,"(3157,3608]","(20,7604]"
21,3,3019,1,0,0,0,1,3,"(0,451]","(20,7604]"
22,7,0,0,0,0,0,1,11,,"(20,7604]"
673,6,7951,1,0,0,0,1,1,"(451,902]","(7604,15188]"
304,5,7130,1,1,0,0,0,3,"(902,1353]","(20,7604]"
541,5,0,0,1,1,0,0,5,,"(20,7604]"
