Store,DayOfWeek,Month,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Promo2,CompetitionDistance_binned
793,7,7,0,0,0,0,0,0,0,"(2705,2715]"
1070,5,12,0,0,0,0,3,1,0,"(395,405]"
436,5,6,4687,527,1,0,0,0,0,"(2295,2305]"
307,4,9,3646,402,1,1,0,0,0,"(18655,18690]"
957,5,12,7906,840,1,0,0,0,0,"(1415,1425]"
104,2,6,12983,1452,1,1,0,0,0,"(385,395]"
206,6,2,4088,475,1,0,0,0,1,"(375,385]"
122,2,9,7343,874,1,1,0,0,0,"(53295,75860]"
455,2,6,6795,464,1,1,0,0,0,"(7605,7670]"
334,5,10,3889,462,1,0,0,1,1,"(4035,4050]"
1061,4,1,5848,459,1,0,0,1,0,"(8085,8125]"
206,4,10,8129,1005,1,0,0,1,1,"(375,385]"
535,4,10,7748,989,1,0,0,0,0,"(3565,3575]"
501,2,1,4215,476,1,0,0,0,0,"(1615,1625]"
121,3,6,5151,509,1,1,0,0,1,"(3565,3575]"
179,6,6,5858,831,1,0,0,0,0,"(475,485]"
535,4,3,10882,1173,1,1,0,0,0,"(3565,3575]"
85,5,5,11360,1643,1,1,1,0,0,"(1865,1875]"
89,2,9,6370,629,1,1,0,1,1,"(2375,2385]"
24,2,2,11866,984,1,1,0,0,1,"(4585,4600]"
739,3,7,10053,819,1,0,0,0,1,"(2755,2775]"
820,2,1,9130,996,1,0,0,0,1,"(1645,1660]"
963,7,12,0,0,0,0,0,0,0,"(23375,24265]"
1033,4,10,11569,1113,1,0,0,0,0,"(7670,7730]"
549,7,5,0,0,0,0,0,0,0,"(2325,2335]"
665,1,2,12440,1623,1,1,0,0,1,"(85,95]"
229,4,8,9230,741,1,1,0,1,1,"(17375,17520]"
368,3,9,6510,571,1,0,0,1,1,"(1440,1455]"
1072,6,7,3727,371,1,0,0,0,1,"(5370,5415]"
353,6,2,4110,1125,1,0,0,0,1,"(885,905]"
206,4,2,7008,896,1,0,0,0,1,"(375,385]"
742,6,3,7976,866,1,0,0,0,0,"(4375,4390]"
1114,5,7,23750,3675,1,1,0,0,0,"(865,885]"
456,2,2,8408,1098,1,1,0,0,0,"(135,145]"
956,7,10,0,0,0,0,0,0,1,"(2325,2335]"
1,2,1,4806,532,1,1,0,0,0,"(1265,1275]"
910,4,4,8639,785,1,1,0,1,1,"(12455,12510]"
374,7,12,0,0,0,0,0,0,0,"(1145,1155]"
1065,7,4,0,0,0,0,0,0,1,"(1285,1295]"
532,4,5,0,0,0,0,1,0,0,"(1065,1075]"
184,1,2,3932,287,1,1,0,0,0,"(3545,3565]"
954,4,4,7953,964,1,1,0,0,1,"(385,395]"
933,5,1,6763,869,1,0,0,0,0,"(6260,6285]"
269,2,12,15313,1717,1,1,0,0,0,"(55,65]"
720,2,4,5550,601,1,0,0,0,1,"(15295,15385]"
350,4,4,5361,433,1,0,0,0,1,"(8870,8910]"
296,4,1,7973,777,1,1,0,0,1,"(9570,9605]"
86,6,11,4864,693,1,0,0,0,1,"(475,485]"
985,6,7,7133,749,1,0,0,0,1,"(485,495]"
736,6,1,4942,468,1,0,0,0,1,"(1645,1660]"
946,1,9,5846,693,1,1,0,0,1,"(2195,2235]"
323,1,5,8251,705,1,1,0,0,1,"(8350,8430]"
732,2,4,5752,620,1,1,0,0,0,"(34665,37520]"
1089,1,5,0,0,0,0,1,0,0,"(5170,5240]"
1076,7,5,0,0,0,0,0,0,1,"(85,95]"
847,4,8,5855,845,1,0,0,1,1,"(185,195]"
478,7,12,0,0,0,0,0,0,0,"(1925,1945]"
997,6,10,4795,418,1,0,0,0,1,"(5835,5880]"
371,2,1,8411,616,1,1,0,1,1,"(1945,1975]"
463,1,1,9212,1414,1,1,0,0,0,"(4155,4170]"
101,1,8,9703,925,1,1,0,0,1,"(2425,2450]"
455,6,2,7135,472,1,0,0,0,0,"(7605,7670]"
783,6,3,5816,592,1,0,0,0,0,"(15385,15595]"
444,4,3,9232,1125,1,0,0,0,0,"(1695,1705]"
459,4,1,8283,1193,1,0,0,0,1,"(245,255]"
418,4,1,6509,654,1,0,0,0,1,"(1050,1065]"
994,5,2,5666,511,1,1,0,0,1,"(2285,2295]"
963,1,7,17596,1373,1,1,0,1,0,"(23375,24265]"
874,2,4,2936,424,1,0,0,0,0,"(3205,3245]"
230,2,10,6351,802,1,1,0,1,0,"(6625,6685]"
889,2,12,1899,260,1,0,0,1,0,"(18655,18690]"
441,4,6,5080,636,1,0,0,0,0,"(2520,2570]"
64,3,12,17184,1024,1,1,0,0,1,"(22525,23375]"
1020,6,11,13117,1576,1,0,0,0,0,"(35,45]"
1069,6,5,2757,380,1,0,0,0,1,"(18015,18105]"
882,4,7,6514,756,1,1,0,1,0,"(25,35]"
570,2,1,4862,700,1,1,0,0,0,"(175,185]"
120,2,10,6263,589,1,1,0,1,1,"(2285,2295]"
869,3,2,4433,780,1,0,0,1,1,"(225,235]"
311,6,11,5733,657,1,0,0,0,0,"(675,685]"
882,2,7,7251,883,1,1,0,0,0,"(25,35]"
199,7,4,0,0,0,0,0,0,1,"(6325,6380]"
348,3,3,7343,652,1,0,0,0,1,"(16455,16625]"
133,7,2,0,0,0,0,0,0,1,"(265,275]"
169,7,8,0,0,0,0,0,0,1,"(975,985]"
792,7,3,0,0,0,0,0,0,1,"(17195,17315]"
444,4,6,9954,1126,1,1,0,0,0,"(1695,1705]"
868,3,12,12218,740,1,1,0,0,1,"(1355,1365]"
196,3,5,6754,798,1,1,0,0,1,"(3815,3855]"
88,3,4,6439,700,1,1,0,0,0,"(10610,10715]"
678,4,1,5234,688,1,0,0,0,1,"(3245,3260]"
600,6,11,7085,661,1,0,0,0,1,"(17315,17375]"
447,3,4,4663,581,1,1,0,1,0,"(1505,1525]"
1070,6,8,6681,862,1,0,0,1,0,"(395,405]"
578,4,2,7386,652,1,1,0,0,0,"(12655,12735]"
855,7,2,0,0,0,0,0,0,1,"(3435,3445]"
390,6,9,8826,914,1,0,0,0,0,"(1595,1605]"
250,4,11,7695,632,1,1,0,0,1,"(3480,3525]"
214,2,12,11595,801,1,1,0,0,1,"(8600,8660]"
185,2,5,5703,485,1,0,0,1,0,"(1855,1865]"
907,6,4,6102,799,1,0,0,0,0,"(245,255]"
420,2,7,5592,486,1,1,0,0,1,"(245,255]"
636,2,1,3543,523,1,0,0,0,1,"(715,725]"
156,1,7,10798,890,1,1,0,1,1,"(2010,2025]"
1103,2,7,5658,430,1,1,0,0,1,"(1330,1345]"
1091,4,9,6161,597,1,0,0,0,0,"(9810,10030]"
87,2,6,6858,853,1,1,0,0,0,"(555,565]"
1078,7,10,0,0,0,0,0,0,1,"(665,675]"
481,6,12,6835,631,1,0,0,0,1,"(7315,7495]"
1030,4,4,3996,388,1,1,0,0,0,"(34665,37520]"
610,5,8,4501,539,1,1,0,1,0,"(655,665]"
744,1,2,9473,984,1,1,0,0,1,"(1365,1380]"
164,1,5,0,0,0,0,1,0,1,"(1155,1165]"
290,7,6,0,0,0,0,0,0,0,"(4145,4155]"
461,1,9,5588,519,1,1,0,0,1,"(1785,1815]"
755,5,10,10304,862,1,1,0,1,0,"(13110,13135]"
928,7,10,0,0,0,0,0,0,1,"(1085,1095]"
1076,3,12,4345,600,1,1,0,0,1,"(85,95]"
594,1,10,6182,647,1,1,0,0,0,"(1785,1815]"
286,3,7,6806,548,1,1,0,1,0,"(1455,1465]"
932,5,5,9049,882,1,1,0,0,1,"(15595,15705]"
661,2,6,5494,501,1,0,0,0,0,"(2125,2155]"
677,6,4,8316,742,1,0,0,0,1,"(1735,1785]"
855,5,3,5724,664,1,1,0,0,1,"(3435,3445]"
836,2,11,6041,780,1,0,0,0,0,"(2715,2730]"
373,7,1,0,0,0,0,0,0,1,"(11035,11350]"
841,5,1,3928,496,1,1,0,0,0,"(27070,28360]"
514,3,6,7348,681,1,1,0,0,1,"(1195,1205]"
694,6,4,8705,837,1,0,0,0,1,"(455,465]"
1106,6,12,3638,421,1,0,0,0,1,"(5295,5335]"
1033,2,1,10152,1070,1,0,0,0,0,"(7670,7730]"
873,5,1,3500,420,1,0,0,0,0,"(2025,2045]"
916,1,12,6316,811,1,0,0,1,0,"(85,95]"
1112,1,6,16062,1145,1,1,0,0,0,"(1875,1885]"
555,2,3,7487,530,1,1,0,1,1,"(1550,1575]"
599,2,4,7392,773,1,0,0,0,0,"(575,585]"
619,5,5,4221,461,1,1,0,0,1,"(1595,1605]"
555,5,5,5472,439,1,1,0,0,1,"(1550,1575]"
17,5,3,5092,659,1,0,0,0,1,"(45,55]"
1041,4,6,4673,604,1,0,0,0,1,"(1595,1605]"
396,6,10,4928,566,1,0,0,0,0,"(22525,23375]"
852,2,9,3738,587,1,0,0,0,1,"(930,950]"
418,3,4,7145,732,1,1,0,1,1,"(1050,1065]"
403,2,10,7479,710,1,1,0,1,0,"(4925,4985]"
430,3,7,8922,655,1,1,0,0,0,"(12735,12895]"
679,7,12,0,0,0,0,0,0,0,"(4135,4145]"
336,1,4,20026,2453,1,1,0,0,0,"(185,195]"
569,2,4,5490,762,1,0,0,1,0,"(1330,1345]"
586,1,1,16177,2255,1,1,0,0,0,"(245,255]"
972,4,3,2730,340,1,0,0,0,0,"(14885,15000]"
986,7,1,0,0,0,0,0,0,1,"(615,625]"
929,7,11,0,0,0,0,0,0,0,"(4795,4830]"
460,4,1,4706,401,1,1,0,0,0,"(33555,34665]"
75,5,12,10054,946,1,1,0,0,0,"(22415,22525]"
234,5,4,12574,1113,1,1,0,0,0,"(4365,4375]"
1092,7,5,0,0,0,0,0,0,1,"(295,305]"
143,4,12,9896,803,1,1,0,0,0,"(2925,2955]"
704,1,1,13856,1325,1,1,0,0,0,"(1905,1915]"
837,1,12,4039,550,1,0,0,0,0,"(14585,14610]"
656,2,4,3617,460,1,1,0,0,1,"(405,415]"
890,3,11,4117,333,1,0,0,0,1,"(4435,4455]"
290,2,3,12772,1053,1,1,0,0,0,"(4145,4155]"
317,6,7,5685,644,1,0,0,0,1,"(3135,3145]"
96,2,11,4201,537,1,0,0,0,1,"(8705,8820]"
861,2,2,1786,315,1,1,0,0,1,"(735,750]"
1082,6,10,5379,792,1,0,0,0,0,"(435,445]"
1113,7,7,0,0,0,0,0,0,0,"(9245,9310]"
795,3,7,5942,591,1,1,0,0,1,"(505,515]"
189,7,6,0,0,0,0,0,0,0,"(5750,5770]"
662,6,11,8250,748,1,0,0,0,0,"(1065,1075]"
325,5,7,6473,680,1,1,0,0,1,"(345,355]"
704,1,7,13578,1267,1,1,0,1,0,"(1905,1915]"
612,2,3,4971,319,1,0,0,0,1,"(2475,2500]"
126,1,4,12813,719,1,1,0,0,1,"(3360,3375]"
391,4,12,8091,920,1,1,0,0,1,"(455,465]"
367,3,4,6573,611,1,1,0,0,0,"(2635,2670]"
801,2,6,5424,587,1,0,0,0,0,"(47460,53295]"
780,7,10,0,0,0,0,0,0,0,"(18105,18265]"
190,3,4,8490,782,1,1,0,1,1,"(1465,1475]"
550,3,7,3684,349,1,0,0,0,0,"(45,55]"
809,3,1,8704,853,1,0,0,1,0,"(12735,12895]"
119,6,4,4491,496,1,0,0,0,0,"(2095,2105]"
735,5,8,4595,470,1,0,0,1,0,"(1915,1925]"
538,2,4,4565,642,1,1,0,1,0,"(985,995]"
325,1,8,5610,634,1,0,0,1,1,"(345,355]"
435,6,6,2052,228,1,0,0,0,0,"(905,915]"
937,5,1,9228,691,1,1,0,0,1,"(2795,2830]"
678,7,3,0,0,0,0,0,0,1,"(3245,3260]"
423,5,1,10202,1752,1,1,0,0,0,"(1265,1275]"
965,3,1,6703,809,1,0,0,0,0,"(105,115]"
660,4,3,4999,534,1,1,0,0,1,"(1195,1205]"
703,1,6,3052,345,1,0,0,0,0,"(75,85]"
878,1,1,7040,694,1,0,0,0,0,"(1095,1105]"
122,2,11,4784,582,1,0,0,0,0,"(53295,75860]"
529,2,8,8169,777,1,1,0,0,0,"(12895,13000]"
521,2,10,4983,361,1,1,0,1,1,"(18575,18645]"
58,4,3,5540,499,1,0,0,0,1,"(7315,7495]"
604,3,3,5347,432,1,0,0,0,0,"(10920,11035]"
605,4,6,5440,444,1,0,0,0,1,"(10245,10380]"
257,3,8,5507,690,1,1,0,0,0,"(415,425]"
1059,3,6,7882,1038,1,1,0,0,0,"(3375,3400]"
29,6,1,5518,510,1,0,0,0,0,"(2155,2175]"
64,6,1,8620,711,1,0,0,0,1,"(22525,23375]"
139,3,2,5997,484,1,0,0,0,1,"(1695,1705]"
821,7,8,0,0,0,0,0,0,0,"(1695,1705]"
131,7,1,0,0,0,0,0,0,0,"(915,930]"
283,2,4,7466,755,1,1,0,0,1,"(2250,2265]"
335,3,7,10938,2458,1,0,0,0,1,"(85,95]"
77,2,3,5308,531,1,0,0,0,1,"(1085,1095]"
178,4,8,9967,954,1,1,0,1,0,"(1705,1720]"
448,1,4,10906,944,1,1,0,0,0,"(3945,4000]"
235,7,4,0,0,0,0,0,0,1,"(5585,5750]"
758,6,7,2938,346,1,0,0,0,0,"(19740,19835]"
832,7,7,0,0,0,0,0,0,1,"(5050,5075]"
238,2,8,9812,1271,1,1,0,1,1,"(315,325]"
1024,7,2,0,0,0,0,0,0,0,"(1985,1995]"
878,2,2,9292,825,1,1,0,0,0,"(1095,1105]"
923,6,1,5302,519,1,0,0,0,0,"(275,285]"
26,5,2,5903,480,1,1,0,0,0,"(2295,2305]"
721,2,7,8639,743,1,1,0,1,1,"(3575,3605]"
323,5,6,11590,834,1,1,0,0,1,"(8350,8430]"
537,5,10,0,0,0,1,1,0,1,"(595,605]"
70,4,11,8317,779,1,1,0,0,0,"(4830,4855]"
581,2,11,8240,810,1,1,0,0,0,"(7175,7265]"
420,5,2,3216,299,1,0,0,0,1,"(245,255]"
501,3,2,4776,637,1,0,0,0,0,"(1615,1625]"
94,4,1,5867,585,1,0,0,0,0,"(14610,14715]"
351,3,5,0,0,0,1,1,0,1,"(5240,5295]"
331,3,3,5235,784,1,0,0,0,1,"(665,675]"
839,1,6,7372,839,1,1,0,0,0,"(235,245]"
677,5,3,8367,679,1,1,0,0,1,"(1735,1785]"
128,4,7,8754,643,1,1,0,0,1,"(1995,2010]"
576,2,11,4803,759,1,0,0,0,0,"(45,55]"
96,3,10,5613,604,1,1,0,1,1,"(8705,8820]"
210,4,4,1970,255,1,0,0,0,1,"(965,975]"
937,4,2,6524,552,1,1,0,0,1,"(2795,2830]"
738,6,5,9071,787,1,0,0,0,0,"(5965,6085]"
699,2,2,0,0,0,1,0,0,1,"(175,185]"
453,5,12,9910,1086,1,0,0,1,0,"(53295,75860]"
211,6,7,10071,1118,1,0,0,0,0,"(345,355]"
635,6,7,2321,233,1,0,0,0,0,"(27070,28360]"
401,6,12,5595,457,1,0,0,0,1,"(9135,9245]"
330,3,1,3152,389,1,0,0,1,1,"(365,375]"
1001,1,2,3722,579,1,0,0,0,1,"(19505,19740]"
331,5,6,7079,957,1,1,0,0,1,"(665,675]"
197,5,8,6961,867,1,1,0,1,0,"(4170,4220]"
888,3,10,7129,701,1,0,0,0,1,"(4435,4455]"
738,4,11,6763,606,1,0,0,0,0,"(5965,6085]"
1094,3,2,5062,380,1,1,0,1,1,"(2375,2385]"
380,2,11,15644,1454,1,1,0,0,1,"(2235,2250]"
361,2,12,5179,512,1,0,0,0,1,"(4475,4500]"
325,2,11,4774,539,1,0,0,0,1,"(345,355]"
334,7,6,0,0,0,0,0,0,1,"(4035,4050]"
376,7,1,0,0,0,0,0,0,0,"(155,165]"
1105,1,1,3110,392,1,0,0,0,1,"(325,335]"
251,4,3,19295,2492,1,1,0,0,0,"(335,345]"
114,2,7,6919,716,1,1,0,1,1,"(4500,4515]"
693,7,9,0,0,0,0,0,0,1,"(445,455]"
47,7,9,0,0,0,0,0,0,1,"(265,275]"
296,6,7,4785,457,1,0,0,0,1,"(9570,9605]"
818,5,3,5098,542,1,0,0,0,1,"(485,495]"
717,7,6,0,0,0,0,0,0,1,"(305,315]"
280,5,7,6263,487,1,0,0,1,1,"(18575,18645]"
996,2,6,5195,611,1,0,0,0,1,"(2860,2875]"
917,2,2,5342,623,1,0,0,0,0,"(7175,7265]"
504,2,7,7960,1084,1,1,0,1,0,"(805,825]"
524,6,3,6202,694,1,0,0,0,0,"(40700,47460]"
1024,7,3,0,0,0,0,0,0,0,"(1985,1995]"
264,2,1,4989,747,1,0,0,0,0,"(175,185]"
1013,4,4,4093,470,1,1,0,0,1,"(625,635]"
272,3,7,7127,621,1,1,0,1,1,"(15745,16195]"
379,6,11,3466,370,1,0,0,0,0,"(6625,6685]"
162,1,9,11690,726,1,1,0,0,1,"(5335,5345]"
701,3,2,6899,706,1,1,0,0,1,"(1440,1455]"
490,7,11,0,0,0,0,0,0,1,"(655,665]"
53,5,7,7540,690,1,1,0,1,0,"(29970,31095]"
955,5,5,7885,717,1,1,0,0,1,"(1685,1695]"
170,2,6,3352,418,1,0,0,0,1,"(1065,1075]"
1105,2,4,4381,485,1,1,0,0,1,"(325,335]"
113,7,3,0,0,0,0,0,0,0,"(20785,21170]"
904,6,5,5635,462,1,0,0,0,1,"(565,575]"
376,7,1,0,0,0,0,0,0,0,"(155,165]"
123,6,1,3944,490,1,0,0,0,0,"(16725,16865]"
924,5,3,4344,445,1,0,0,0,1,"(6380,6445]"
561,3,9,4909,600,1,0,0,0,0,"(14230,14435]"
564,3,11,4321,394,1,0,0,0,1,"(6510,6590]"
780,5,3,6377,817,1,1,0,0,0,"(18105,18265]"
339,2,1,6317,698,1,1,0,1,1,"(2275,2285]"
562,7,3,18322,3327,1,0,0,0,0,"(1205,1215]"
21,3,3,3019,353,1,0,0,0,1,"(545,555]"
22,7,11,0,0,0,0,0,0,1,"(1015,1050]"
673,6,1,7951,609,1,0,0,0,1,"(15155,15295]"
304,5,3,7130,1038,1,1,0,0,0,"(1945,1975]"
541,5,5,0,0,0,1,1,0,0,"(645,655]"
809,4,10,7535,722,1,0,0,0,0,"(12735,12895]"
641,1,5,4593,529,1,0,0,0,1,"(605,615]"
743,7,11,0,0,0,0,0,0,1,"(6700,6865]"
34,6,1,7772,989,1,0,0,0,0,"(2235,2250]"
970,3,1,3044,410,1,0,0,0,1,"(905,915]"
279,4,1,9838,701,1,1,0,0,1,"(2305,2325]"
502,7,10,0,0,0,0,0,0,1,"(215,225]"
1059,3,7,8669,1149,1,1,0,1,0,"(3375,3400]"
1081,7,11,6346,932,1,0,0,0,0,"(395,405]"
578,1,3,9981,847,1,1,0,0,0,"(12655,12735]"
726,1,12,12702,1220,1,0,0,0,0,"(37520,40700]"
336,7,4,0,0,0,0,0,0,0,"(185,195]"
124,6,7,2554,322,1,0,0,0,0,"(1405,1415]"
934,3,4,5329,625,1,0,0,1,1,"(5415,5465]"
349,5,2,6915,722,1,1,0,0,0,"(1485,1505]"
523,6,10,15949,1815,1,0,0,0,0,"(45,55]"
274,4,11,3169,915,1,0,0,0,1,"(3630,3670]"
686,1,9,5031,694,1,0,0,0,0,"(20005,20325]"
257,2,6,5478,673,1,0,0,0,0,"(415,425]"
876,5,3,7115,866,1,0,0,0,1,"(21170,21800]"
294,7,8,0,0,0,0,0,1,0,"(3145,3185]"
744,2,7,9000,860,1,1,0,0,1,"(1365,1380]"
662,1,4,11746,971,1,1,0,0,0,"(1065,1075]"
401,3,10,8441,813,1,1,0,0,1,"(9135,9245]"
773,5,1,5358,784,1,0,0,0,0,"(195,205]"
616,1,4,10439,963,1,1,0,0,1,"(3025,3045]"
546,6,12,16151,1678,1,0,0,0,0,"(575,585]"
68,6,2,7562,1158,1,0,0,0,1,"(245,255]"
1032,7,4,0,0,0,0,0,0,1,"(265,275]"
645,4,7,17289,1742,1,1,0,1,1,"(85,95]"
691,2,7,8531,560,1,1,0,1,1,"(3025,3045]"
708,6,3,3841,457,1,0,0,0,1,"(11435,11745]"
649,1,7,3135,371,1,0,0,0,0,"(14435,14585]"
763,1,7,8948,722,1,1,0,0,0,"(32035,32695]"
398,7,2,0,0,0,0,0,0,1,"(1535,1550]"
127,3,1,3366,447,1,0,0,0,1,"(1345,1355]"
87,3,1,5636,749,1,0,0,1,0,"(555,565]"
610,5,4,3514,473,1,0,0,1,0,"(655,665]"
436,7,10,0,0,0,0,0,0,0,"(2295,2305]"
360,2,8,8608,885,1,1,0,0,0,"(2025,2045]"
264,4,11,5433,775,1,0,0,0,0,"(175,185]"
970,7,4,0,0,0,0,0,0,1,"(905,915]"
855,1,4,5387,640,1,0,0,0,1,"(3435,3445]"
544,1,6,12117,1638,1,0,0,0,1,"(245,255]"
735,3,6,4468,510,1,0,0,0,0,"(1915,1925]"
116,7,2,0,0,0,0,0,0,0,"(675,685]"
832,1,6,5097,462,1,0,0,0,1,"(5050,5075]"
711,1,4,0,0,0,0,2,1,1,"(16980,17195]"
895,2,9,10511,997,1,1,0,0,0,"(4145,4155]"
318,3,11,8665,679,1,1,0,0,0,"(32035,32695]"
70,3,8,7306,780,1,1,0,0,0,"(4830,4855]"
854,7,2,0,0,0,0,0,0,1,"(4755,4795]"
1019,7,4,0,0,0,0,0,0,1,"(2730,2755]"
18,6,3,4597,478,1,0,0,0,1,"(13795,14015]"
735,4,7,5817,560,1,1,0,0,0,"(1915,1925]"
213,1,3,12387,812,1,1,0,0,1,"(4000,4035]"
86,3,3,3543,470,1,1,0,0,1,"(475,485]"
701,6,7,4344,541,1,0,0,0,1,"(1440,1455]"
945,1,5,6081,705,1,1,0,0,0,"(12455,12510]"
139,4,3,5000,475,1,0,0,0,1,"(1695,1705]"
1078,3,8,4779,428,1,0,0,1,1,"(665,675]"
627,4,6,6609,601,1,1,0,0,0,"(3945,4000]"
733,3,2,13850,3160,1,1,0,0,0,"(855,865]"
885,5,1,4876,692,1,0,0,0,0,"(475,485]"
446,2,5,5747,800,1,1,0,0,1,"(335,345]"
26,7,4,0,0,0,0,0,0,0,"(2295,2305]"
483,1,10,7034,839,1,1,0,1,1,"(2305,2325]"
379,5,6,3392,441,1,0,0,0,0,"(6625,6685]"
922,5,3,8156,755,1,1,0,0,0,"(2105,2125]"
697,7,4,0,0,0,0,0,0,1,"(3775,3815]"
130,1,5,5821,646,1,1,0,0,1,"(885,905]"
608,2,11,8932,1020,1,0,0,0,1,"(18265,18575]"
1010,3,5,8664,714,1,1,0,0,1,"(4600,4655]"
392,6,2,5109,493,1,0,0,0,0,"(2105,2125]"
247,6,3,11956,970,1,0,0,0,1,"(65,75]"
988,2,2,4340,684,1,1,0,0,0,"(25,35]"
744,6,9,0,0,0,0,0,0,1,"(1365,1380]"
342,4,9,13411,1036,1,1,0,0,1,"(15745,16195]"
772,5,3,3013,445,1,0,0,1,0,"(1845,1855]"
114,7,9,0,0,0,0,0,0,1,"(4500,4515]"
905,1,12,14597,2042,1,0,0,1,0,"(85,95]"
51,7,6,0,0,0,0,0,0,1,"(10510,10585]"
380,4,8,15092,1533,1,1,0,1,1,"(2235,2250]"
1020,1,1,10015,1157,1,1,0,0,0,"(35,45]"
44,7,8,0,0,0,0,0,0,0,"(535,545]"
235,4,7,5347,481,1,0,0,1,1,"(5585,5750]"
297,2,10,7315,754,1,1,0,0,0,"(2295,2305]"
147,2,2,6088,695,1,0,0,0,0,"(8470,8545]"
477,4,6,6177,435,1,1,0,0,1,"(765,775]"
88,3,7,9222,858,1,1,0,1,0,"(10610,10715]"
126,5,2,6710,588,1,1,0,0,1,"(3360,3375]"
529,1,5,11167,944,1,1,0,0,0,"(12895,13000]"
749,1,2,5167,708,1,0,0,0,1,"(3400,3435]"
725,3,5,4816,530,1,0,0,0,0,"(17520,17610]"
460,1,10,5284,403,1,1,0,0,0,"(33555,34665]"
903,7,6,0,0,0,0,0,0,0,"(7285,7315]"
459,4,6,10477,1365,1,1,0,0,1,"(245,255]"
311,3,4,10840,1102,1,1,0,0,0,"(675,685]"
374,2,7,6650,738,1,1,0,1,0,"(1145,1155]"
945,6,10,2455,265,1,0,0,0,0,"(12455,12510]"
806,6,5,7611,528,1,0,0,0,1,"(255,265]"
1023,7,6,0,0,0,0,0,0,1,"(3730,3745]"
801,1,1,5353,479,1,1,0,0,0,"(47460,53295]"
303,4,4,7701,879,1,1,0,1,1,"(15385,15595]"
195,5,3,11089,1333,1,1,0,0,0,"(215,225]"
279,6,6,10379,792,1,0,0,0,1,"(2305,2325]"
574,2,7,11684,752,1,1,0,0,0,"(4390,4435]"
309,6,9,4666,453,1,0,0,0,1,"(8705,8820]"
981,2,7,5640,598,1,0,0,0,0,"(2615,2635]"
806,4,4,6881,540,1,1,0,0,1,"(255,265]"
74,6,6,4615,662,1,0,0,0,0,"(325,335]"
160,5,11,5554,540,1,0,0,0,0,"(16980,17195]"
308,3,8,7467,866,1,0,0,1,1,"(1065,1075]"
701,6,5,4651,578,1,0,0,0,1,"(1440,1455]"
1058,4,5,8028,754,1,1,0,0,1,"(175,185]"
411,3,6,6565,545,1,0,0,0,0,"(8430,8470]"
245,5,5,8877,1000,1,1,0,0,0,"(1305,1315]"
907,4,12,0,0,0,0,3,1,0,"(245,255]"
59,4,10,5653,575,1,1,0,1,1,"(2830,2845]"
583,2,12,6177,549,1,1,0,0,0,"(2635,2670]"
185,7,7,0,0,0,0,0,0,0,"(1855,1865]"
153,6,4,3926,409,1,0,0,0,1,"(16225,16385]"
281,7,6,0,0,0,0,0,0,0,"(6950,7065]"
240,6,7,4269,402,1,0,0,0,0,"(1105,1115]"
1053,4,1,8570,948,1,0,0,1,0,"(1705,1720]"
292,2,10,5070,739,1,0,0,0,0,"(1095,1105]"
1070,6,6,6134,761,1,0,0,0,0,"(395,405]"
952,1,1,0,0,0,1,1,0,0,"(6285,6310]"
543,2,5,3973,334,1,1,0,0,0,"(1075,1085]"
317,6,1,5938,676,1,0,0,0,1,"(3135,3145]"
1064,3,3,11454,1257,1,1,0,1,0,"(415,425]"
586,2,12,6951,1038,1,0,0,1,0,"(245,255]"
884,5,4,0,0,0,1,2,1,0,"(7535,7605]"
1089,5,1,9112,926,1,0,0,1,0,"(5170,5240]"
593,3,4,7234,1035,1,0,0,0,0,"(32695,33555]"
626,6,5,7094,657,1,0,0,0,0,"(10715,10770]"
1090,1,12,8364,936,1,0,0,1,1,"(325,335]"
649,7,7,0,0,0,0,0,0,0,"(14435,14585]"
562,7,4,18876,3166,1,0,0,1,0,"(1205,1215]"
179,2,6,12691,1315,1,1,0,1,0,"(475,485]"
1040,3,8,6233,705,1,0,0,1,1,"(4000,4035]"
832,1,7,10329,727,1,1,0,1,1,"(5050,5075]"
848,2,5,5186,670,1,0,0,0,1,"(365,375]"
531,5,6,4733,588,1,1,0,0,0,"(4000,4035]"
66,5,5,8728,717,1,1,0,0,1,"(7605,7670]"
592,4,7,6387,825,1,1,0,0,0,"(2520,2570]"
980,5,4,8105,625,1,1,0,0,0,"(4390,4435]"
1085,6,2,6152,593,1,0,0,0,0,"(4000,4035]"
47,2,1,7282,935,1,1,0,0,1,"(265,275]"
82,5,2,10282,1044,1,1,0,0,1,"(22370,22415]"
463,6,5,3788,599,1,0,0,0,0,"(4155,4170]"
830,2,5,6621,588,1,1,0,0,1,"(6310,6325]"
894,1,12,9897,1386,1,0,0,1,0,"(185,195]"
580,5,5,7609,1295,1,1,0,0,0,"(165,175]"
331,4,10,8473,1138,1,0,0,0,1,"(665,675]"
964,2,2,11664,1567,1,1,0,0,1,"(265,275]"
1075,1,2,11070,1092,1,0,0,0,0,"(1405,1415]"
806,3,10,6551,520,1,0,0,1,1,"(255,265]"
556,6,8,4857,556,1,0,0,0,0,"(1135,1145]"
387,5,1,10280,1480,1,0,0,1,1,"(205,215]"
237,5,8,5061,630,1,1,0,0,0,"(1415,1425]"
590,7,3,0,0,0,0,0,0,1,"(4515,4545]"
113,2,7,8814,808,1,1,0,0,0,"(20785,21170]"
